OWNER,TABLE_NAME,COLUMN_NAME,COMMENTS
SYSTEM,ALM_DETAMOVI,NUMBER2,
SYSTEM,ALM_DETAMOVI,NUMBER3,
SYSTEM,ALM_DETAMOVI,NUMBER4,
SYSTEM,ALM_DETAMOVI,NUMBER5,
SYSTEM,ALM_DETAMOVI,NUMEAGRU,
SYSTEM,ALM_DETAMOVI,OBS,
SYSTEM,ALM_DETAMOVI,PORCDESC,
SYSTEM,ALM_DETAMOVI,PRECUNIT,
SYSTEM,ALM_DETAMOVI,PROMOCION,
SYSTEM,ALM_DETAMOVI,PRORATEO,
SYSTEM,ALM_DETAMOVI,RCTA_RCTA_ID,
SYSTEM,ALM_DETAMOVI,SECC_CODIBODE,
SYSTEM,ALM_DETAMOVI,SECC_CODISECC,
SYSTEM,ALM_DETAMOVI,SECC_COMPANIA,
SYSTEM,ALM_DETAMOVI,SECC_OFICINA,
SYSTEM,ALM_DETAMOVI,TASAICE,
SYSTEM,ALM_DETAMOVI,TASAIVA,
SYSTEM,ALM_DETAMOVI,TIPOMOVI,
SYSTEM,ALM_DETAMOVI,UMED_UNIDMEDI,
SYSTEM,ALM_DETAMOVI,UMED_UNIDMEDI_CAJA,
SYSTEM,ALM_DETAMOVI,USUACREA,
SYSTEM,ALM_DETAMOVI,USUACTUA,
SYSTEM,ALM_DETAMOVI,VALDESC,
SYSTEM,ALM_DETAMOVI,VALOADIC,
SYSTEM,ALM_DETAMOVI,VALOR,
SYSTEM,ALM_DETAMOVI,VALORFOB,
SYSTEM,ALM_DETAMOVI,VALORICE,
SYSTEM,ALM_DETAMOVI,VALORIVA,
SYSTEM,ALM_DETAMOVI,VCHAR1,
SYSTEM,ALM_DETAMOVI,VCHAR2,
SYSTEM,ALM_DETAMOVI,VCHAR3,
SYSTEM,ALM_DETAMOVI,VCHAR4,
SYSTEM,ALM_DETAMOVI,VCHAR5,
SYSTEM,ALM_DETAMOVI,VNTA_COMPANIA,
SYSTEM,ALM_DETAMOVI,VNTA_NUMERO,
SYSTEM,ALM_DETAMOVI,VNTA_OFICINA,
SYSTEM,ALM_DETAMOVI,VNTA_SERIE,
SYSTEM,ALM_DETAMOVI,VNTA_TIPOCOMP,
SYSTEM,ALM_DETAMOVI_BK,ADJUVEND,
SYSTEM,ALM_DETAMOVI_BK,ADVALOREN,
SYSTEM,ALM_DETAMOVI_BK,ARTL_ARTICULO,
SYSTEM,ALM_DETAMOVI_BK,ARTL_CLASE,
SYSTEM,ALM_DETAMOVI_BK,ARTL_CODIGRUP,
SYSTEM,ALM_DETAMOVI_BK,ARTL_COMPANIA,
SYSTEM,ALM_DETAMOVI_BK,BASEICE,
SYSTEM,ALM_DETAMOVI_BK,CANTASIG,
SYSTEM,ALM_DETAMOVI_BK,CANTIDAD,
SYSTEM,ALM_DETAMOVI_BK,CANTITEM,
SYSTEM,ALM_DETAMOVI_BK,CANTPERD,
SYSTEM,ALM_DETAMOVI_BK,CANTSOLI,
SYSTEM,ALM_DETAMOVI_BK,CMPR_ALCANCE,
SYSTEM,ALM_DETAMOVI_BK,CMPR_CEDURUC,
SYSTEM,ALM_DETAMOVI_BK,CMPR_COMPANIA,
SYSTEM,ALM_DETAMOVI_BK,CMPR_NUMERO,
SYSTEM,ALM_DETAMOVI_BK,CMPR_SERIE,
SYSTEM,ALM_DETAMOVI_BK,COSTANTE,
SYSTEM,ALM_DETAMOVI_BK,COSTUNIT,
SYSTEM,ALM_DETAMOVI_BK,DCAM_DCAM_ID,
SYSTEM,ALM_DETAMOVI_BK,DTMV_DTMV_ID,
SYSTEM,ALM_DETAMOVI_BK,DTMV_ID,
SYSTEM,ALM_DETAMOVI_BK,ENSA_COMPANIA,
SYSTEM,ALM_DETAMOVI_BK,ENSA_NUMERO,
SYSTEM,ALM_DETAMOVI_BK,ENSA_OFICINA,
SYSTEM,ALM_DETAMOVI_BK,ENSA_TIPODOCU,
SYSTEM,ALM_DETAMOVI_BK,ENTRSALI,
SYSTEM,ALM_DETAMOVI_BK,FACTIMPO,
SYSTEM,ALM_DETAMOVI_BK,FACTUTIL,
SYSTEM,ALM_DETAMOVI_BK,FECHACTU,
SYSTEM,ALM_DETAMOVI_BK,FECHCREA,
SYSTEM,ALM_DETAMOVI_BK,ICESPECI,
SYSTEM,ALM_DETAMOVI_BK,IMPT_COMPANIA,
SYSTEM,ALM_DETAMOVI_BK,IMPT_NUMEIMPO,
SYSTEM,ALM_DETAMOVI_BK,IMPT_OFICINA,
SYSTEM,ALM_DETAMOVI_BK,LSPR_LSPR_ID,
SYSTEM,ALM_DETAMOVI_BK,MODINUME,
SYSTEM,ALM_DETAMOVI_BK,MODISERIE,
SYSTEM,ALM_DETAMOVI_BK,NANDINA,
SYSTEM,ALM_DETAMOVI_BK,NCCL_COMPANIA,
SYSTEM,ALM_DETAMOVI_BK,NCCL_NUMERO,
SYSTEM,ALM_DETAMOVI_BK,NCCL_OFICINA,
SYSTEM,ALM_DETAMOVI_BK,NCCL_SERIE,
SYSTEM,ALM_DETAMOVI_BK,NCPR_ALCANCE,
SYSTEM,ALM_DETAMOVI_BK,NCPR_CEDURUC,
SYSTEM,ALM_DETAMOVI_BK,NCPR_COMPANIA,
SYSTEM,ALM_DETAMOVI_BK,NCPR_NUMERO,
SYSTEM,ALM_DETAMOVI_BK,NCPR_SERIE,
SYSTEM,ALM_DETAMOVI_BK,NUMBER1,
SYSTEM,ALM_DETAMOVI_BK,NUMBER2,
SYSTEM,ALM_DETAMOVI_BK,NUMBER3,
SYSTEM,ALM_DETAMOVI_BK,NUMBER4,
SYSTEM,ALM_DETAMOVI_BK,NUMBER5,
SYSTEM,ALM_DETAMOVI_BK,NUMEAGRU,
SYSTEM,ALM_DETAMOVI_BK,OBS,
SYSTEM,ALM_DETAMOVI_BK,PORCDESC,
SYSTEM,ALM_DETAMOVI_BK,PRECUNIT,
SYSTEM,ALM_DETAMOVI_BK,PROMOCION,
SYSTEM,ALM_DETAMOVI_BK,PRORATEO,
SYSTEM,ALM_DETAMOVI_BK,RCTA_RCTA_ID,
SYSTEM,ALM_DETAMOVI_BK,SECC_CODIBODE,
SYSTEM,ALM_DETAMOVI_BK,SECC_CODISECC,
SYSTEM,ALM_DETAMOVI_BK,SECC_COMPANIA,
SYSTEM,ALM_DETAMOVI_BK,SECC_OFICINA,
SYSTEM,ALM_DETAMOVI_BK,TASAICE,
SYSTEM,ALM_DETAMOVI_BK,TASAIVA,
SYSTEM,ALM_DETAMOVI_BK,TIPOMOVI,
SYSTEM,ALM_DETAMOVI_BK,UMED_UNIDMEDI,
SYSTEM,ALM_DETAMOVI_BK,UMED_UNIDMEDI_CAJA,
SYSTEM,ALM_DETAMOVI_BK,USUACREA,
SYSTEM,ALM_DETAMOVI_BK,USUACTUA,
SYSTEM,ALM_DETAMOVI_BK,VALDESC,
SYSTEM,ALM_DETAMOVI_BK,VALOADIC,
SYSTEM,ALM_DETAMOVI_BK,VALOR,
SYSTEM,ALM_DETAMOVI_BK,VALORFOB,
SYSTEM,ALM_DETAMOVI_BK,VALORICE,
SYSTEM,ALM_DETAMOVI_BK,VCHAR1,
SYSTEM,ALM_DETAMOVI_BK,VCHAR2,
SYSTEM,ALM_DETAMOVI_BK,VCHAR3,
SYSTEM,ALM_DETAMOVI_BK,VCHAR4,
SYSTEM,ALM_DETAMOVI_BK,VCHAR5,
SYSTEM,ALM_DETAMOVI_BK,VNTA_COMPANIA,
