CHILD_OWNER,CHILD_TABLE,FK_NAME,POSITION,CHILD_COLUMN,PARENT_OWNER,PARENT_TABLE,PARENT_COLUMN
SYSTEM,AFJ_BIOLOGICO,ACBI_DTCC_FK,1,DTCC_DTCC_ID,SYSTEM,CST_DETCENCS,DTCC_ID
SYSTEM,AFJ_BIOLOGICO,ACBI_DTMV_FK,1,DTMV_DTMV_ID,SYSTEM,ALM_DETAMOVI,DTMV_ID
SYSTEM,AFJ_BIOLOGICO,ACBI_VARP_FK,1,VARP_VARP_ID,SYSTEM,CST_VARIPROD,VARP_ID
SYSTEM,AFJ_DETALLE,DAC1_ASTO_FK,1,ASTO_COMPANIA,SYSTEM,CNT_ASIENTO,CMPN_COMPANIA
SYSTEM,AFJ_DETALLE,DAC1_ASTO_FK,2,ASTO_NUMEDIAR,SYSTEM,CNT_ASIENTO,NUMEDIAR
SYSTEM,AFJ_DETALLE,DAC1_MEMO_FK,1,MEMO_MEMO_ID,SYSTEM,AFJ_MEMORAND,MEMO_ID
SYSTEM,ALM_DETABASC,DTBA_PRFM_FK,1,PRFM_PRFM_ID,SYSTEM,VEN_PROFORMA,PRFM_ID
SYSTEM,ALM_DETABASC,DTBA_UMED_FK,1,UMED_UNIDMEDI,SYSTEM,ALM_UNIDMEDI,UNIDMEDI
SYSTEM,ALM_DETADESP,DTPS_DSPO_FK,1,DSPO_NUMERO,SYSTEM,ALM_DESPACHOS,NUMERO
SYSTEM,ALM_DETADESP,DTPS_EGEN_FK,1,EGEN_ESTADO,SYSTEM,GEN_ESTADOS,ESTADO
SYSTEM,ALM_DETALOTE,DTLT_DTMV_FK,1,DTMV_DTMV_ID,SYSTEM,ALM_DETAMOVI,DTMV_ID
SYSTEM,ALM_DETALOTE,DTLT_LOTE_FK,1,LOTE_COMPANIA,SYSTEM,ALM_LOTE,CMPN_COMPANIA
SYSTEM,ALM_DETALOTE,DTLT_LOTE_FK,2,LOTE_NUMELOTE,SYSTEM,ALM_LOTE,NUMELOTE
SYSTEM,ALM_DETALOTE,DTLT_LOTE_FK,3,LOTE_ALCANCE,SYSTEM,ALM_LOTE,ALCANCE
SYSTEM,ALM_DETAMOVI,DTMV_DCAM_FK,1,DCAM_DCAM_ID,SYSTEM,ALM_DECAMPRES,DCAM_ID
SYSTEM,ALM_DETAMOVI,DTMV_DREQ_FK,1,DREQ_DREQ_ID,SYSTEM,ALM_DETAREQU,DREQ_ID
SYSTEM,ALM_DETAMOVI,DTMV_DTMV_FK,1,DTMV_DTMV_ID,SYSTEM,ALM_DETAMOVI,DTMV_ID
SYSTEM,ALM_DETAMOVI,DTMV_ENSA_FK,1,ENSA_COMPANIA,SYSTEM,ALM_ENTRASALI,OFCN_COMPANIA
SYSTEM,ALM_DETAMOVI,DTMV_ENSA_FK,2,ENSA_OFICINA,SYSTEM,ALM_ENTRASALI,OFCN_OFICINA
SYSTEM,ALM_DETAMOVI,DTMV_ENSA_FK,3,ENSA_TIPODOCU,SYSTEM,ALM_ENTRASALI,TPDC_TIPODOCU
SYSTEM,ALM_DETAMOVI,DTMV_ENSA_FK,4,ENSA_NUMERO,SYSTEM,ALM_ENTRASALI,NUMERO
SYSTEM,ALM_DETAMOVI,DTMV_IMPT_FK,1,IMPT_COMPANIA,SYSTEM,IMP_IMPORTAC,OFCN_COMPANIA
SYSTEM,ALM_DETAMOVI,DTMV_IMPT_FK,2,IMPT_OFICINA,SYSTEM,IMP_IMPORTAC,OFCN_OFICINA
SYSTEM,ALM_DETAMOVI,DTMV_IMPT_FK,3,IMPT_NUMEIMPO,SYSTEM,IMP_IMPORTAC,NUMEIMPO
SYSTEM,ALM_DETAMOVI,DTMV_NCCL_FK,1,NCCL_COMPANIA,SYSTEM,VEN_NOTACRED,OFCN_COMPANIA
SYSTEM,ALM_DETAMOVI,DTMV_NCCL_FK,2,NCCL_OFICINA,SYSTEM,VEN_NOTACRED,OFCN_OFICINA
SYSTEM,ALM_DETAMOVI,DTMV_NCCL_FK,3,NCCL_SERIE,SYSTEM,VEN_NOTACRED,SERIE
SYSTEM,ALM_DETAMOVI,DTMV_NCCL_FK,4,NCCL_NUMERO,SYSTEM,VEN_NOTACRED,NUMERO
SYSTEM,ALM_DETAMOVI,DTMV_NCPR_FK,1,NCPR_COMPANIA,SYSTEM,COM_NOTACREDI,PROV_COMPANIA
SYSTEM,ALM_DETAMOVI,DTMV_NCPR_FK,2,NCPR_CEDURUC,SYSTEM,COM_NOTACREDI,PROV_CEDURUC
SYSTEM,ALM_DETAMOVI,DTMV_NCPR_FK,3,NCPR_SERIE,SYSTEM,COM_NOTACREDI,SERIE
SYSTEM,ALM_DETAMOVI,DTMV_NCPR_FK,4,NCPR_NUMERO,SYSTEM,COM_NOTACREDI,NUMERO
SYSTEM,ALM_DETAMOVI,DTMV_NCPR_FK,5,NCPR_ALCANCE,SYSTEM,COM_NOTACREDI,ALCANCE
SYSTEM,ALM_DETAMOVI,DTMV_RCTA_FK,1,RCTA_RCTA_ID,SYSTEM,CST_RECETA,RCTA_ID
SYSTEM,ALM_DETAMOVI,DTMV_SECC_FK,1,SECC_COMPANIA,SYSTEM,ALM_SECCFISC,BDGA_COMPANIA
SYSTEM,ALM_DETAMOVI,DTMV_SECC_FK,2,SECC_OFICINA,SYSTEM,ALM_SECCFISC,BDGA_OFICINA
SYSTEM,ALM_DETAMOVI,DTMV_SECC_FK,3,SECC_CODIBODE,SYSTEM,ALM_SECCFISC,BDGA_CODIBODE
SYSTEM,ALM_DETAMOVI,DTMV_SECC_FK,4,SECC_CODISECC,SYSTEM,ALM_SECCFISC,CODISECC
SYSTEM,ALM_DETAMOVI,DTMV_UMED_FK,1,UMED_UNIDMEDI,SYSTEM,ALM_UNIDMEDI,UNIDMEDI
SYSTEM,ALM_DETAMOVI,DTMV_UMED_FK2,1,UMED_UNIDMEDI_CAJA,SYSTEM,ALM_UNIDMEDI,UNIDMEDI
SYSTEM,ALM_DETAMOVI,DTMV_VNTA_FK,1,VNTA_COMPANIA,SYSTEM,VEN_VENTAS,OFCN_COMPANIA
SYSTEM,ALM_DETAMOVI,DTMV_VNTA_FK,2,VNTA_OFICINA,SYSTEM,VEN_VENTAS,OFCN_OFICINA
SYSTEM,ALM_DETAMOVI,DTMV_VNTA_FK,3,VNTA_SERIE,SYSTEM,VEN_VENTAS,SERIE
SYSTEM,ALM_DETAMOVI,DTMV_VNTA_FK,4,VNTA_NUMERO,SYSTEM,VEN_VENTAS,NUMERO
SYSTEM,ALM_DETAMOVI,DTMV_VNTA_FK,5,VNTA_TIPOCOMP,SYSTEM,VEN_VENTAS,TPCM_TIPOCOMP
SYSTEM,ALM_DETAPLAN,DTPL_PLIM_FK,1,PLIM_CODIGO,SYSTEM,ALM_PLANIMPR,CODIGO
SYSTEM,ALM_DETAPROY,DPRO_PRPD_FK,1,PRPD_PRPD_ID,SYSTEM,ALM_PROYPROD,PRPD_ID
SYSTEM,ALM_DETAREQU,DREQ_REQU_FK,1,REQU_NUMERO,SYSTEM,ALM_REQUERIM,NUMERO
SYSTEM,ALM_DETAREQU,DREQ_REQU_FK,2,REQU_COMPANIA,SYSTEM,ALM_REQUERIM,OFCN_COMPANIA
SYSTEM,ALM_DETAREQU,DREQ_REQU_FK,3,REQU_OFICINA,SYSTEM,ALM_REQUERIM,OFCN_OFICINA
SYSTEM,ALM_DETAREQU,DREQ_REQU_FK,4,REQU_TIPODOCU,SYSTEM,ALM_REQUERIM,TPDC_TIPODOCU
SYSTEM,ALM_DETAREQU,DREQ_SECC_FK,1,SECC_COMPANIA,SYSTEM,ALM_SECCFISC,BDGA_COMPANIA
SYSTEM,ALM_DETAREQU,DREQ_SECC_FK,2,SECC_OFICINA,SYSTEM,ALM_SECCFISC,BDGA_OFICINA
SYSTEM,ALM_DETAREQU,DREQ_SECC_FK,3,SECC_CODIBODE,SYSTEM,ALM_SECCFISC,BDGA_CODIBODE
SYSTEM,ALM_DETAREQU,DREQ_SECC_FK,4,SECC_CODISECC,SYSTEM,ALM_SECCFISC,CODISECC
SYSTEM,ALM_DETARTLL,DATLL_TLLA_FK,1,TLLA_ID_TLLA,SYSTEM,ALM_TALLAS,ID_TLLA
SYSTEM,ALM_DETATOFI,ADTF_ATFS_FK,1,ATFS_COMPANIA,SYSTEM,ALM_TOMAFISC,OFCN_COMPANIA
SYSTEM,ALM_DETATOFI,ADTF_ATFS_FK,2,ATFS_OFICINA,SYSTEM,ALM_TOMAFISC,OFCN_OFICINA
SYSTEM,ALM_DETATOFI,ADTF_ATFS_FK,3,ATFS_NUMERO,SYSTEM,ALM_TOMAFISC,NUMERO
SYSTEM,ALM_DETATOFI,ADTF_ATFS_FK,4,ATFS_TIPODOCU,SYSTEM,ALM_TOMAFISC,TPDC_TIPODOCU
SYSTEM,ALM_DETATOFI,ADTF_ENSA_FK,1,ENSA_COMPANIA,SYSTEM,ALM_ENTRASALI,OFCN_COMPANIA
SYSTEM,ALM_DETATOFI,ADTF_ENSA_FK,2,ENSA_OFICINA,SYSTEM,ALM_ENTRASALI,OFCN_OFICINA
SYSTEM,ALM_DETATOFI,ADTF_ENSA_FK,3,ENSA_TIPODOCU,SYSTEM,ALM_ENTRASALI,TPDC_TIPODOCU
SYSTEM,ALM_DETATOFI,ADTF_ENSA_FK,4,ENSA_NUMERO,SYSTEM,ALM_ENTRASALI,NUMERO
SYSTEM,ALM_DETATOFI,ADTF_SECC_FK,1,SECC_COMPANIA,SYSTEM,ALM_SECCFISC,BDGA_COMPANIA
SYSTEM,ALM_DETATOFI,ADTF_SECC_FK,2,SECC_OFICINA,SYSTEM,ALM_SECCFISC,BDGA_OFICINA
SYSTEM,ALM_DETATOFI,ADTF_SECC_FK,3,SECC_CODIBODE,SYSTEM,ALM_SECCFISC,BDGA_CODIBODE
SYSTEM,ALM_DETATOFI,ADTF_SECC_FK,4,SECC_CODISECC,SYSTEM,ALM_SECCFISC,CODISECC
SYSTEM,ALM_DTEGUIRM,DTGR_VNTA_FK,1,VNTA_COMPANIA,SYSTEM,VEN_VENTAS,OFCN_COMPANIA
SYSTEM,ALM_DTEGUIRM,DTGR_VNTA_FK,2,VNTA_OFICINA,SYSTEM,VEN_VENTAS,OFCN_OFICINA
SYSTEM,ALM_DTEGUIRM,DTGR_VNTA_FK,3,VNTA_SERIE,SYSTEM,VEN_VENTAS,SERIE
SYSTEM,ALM_DTEGUIRM,DTGR_VNTA_FK,4,VNTA_NUMERO,SYSTEM,VEN_VENTAS,NUMERO
SYSTEM,ALM_DTEGUIRM,DTGR_VNTA_FK,5,VNTA_TIPOCOMP,SYSTEM,VEN_VENTAS,TPCM_TIPOCOMP
SYSTEM,ALM_ENTRASALI,ENSA_OPRD_FK,1,OPRD_NUMERO,SYSTEM,CST_ORDEPROD,NUMERO
SYSTEM,ALM_ENTRASALI,ENSA_OPRD_FK,2,OPRD_COMPANIA,SYSTEM,CST_ORDEPROD,OFCN_COMPANIA
SYSTEM,ALM_ENTRASALI,ENSA_OPRD_FK,3,OPRD_OFICINA,SYSTEM,CST_ORDEPROD,OFCN_OFICINA
SYSTEM,ALM_ENTRASALI,ENSA_VNTA_FK,1,VNTA_COMPANIA,SYSTEM,VEN_VENTAS,OFCN_COMPANIA
SYSTEM,ALM_ENTRASALI,ENSA_VNTA_FK,2,VNTA_OFICINA,SYSTEM,VEN_VENTAS,OFCN_OFICINA
