OWNER,VIEW_NAME,READ_ONLY,TEXT_LENGTH
SYS,CDB_CUBES,N,507
SYS,CDB_CUBE_SUB_PARTITION_LEVELS,N,315
SYS,CDB_CUBE_VIEW_COLUMNS,N,204
SYS,CDB_CUBE_VIEWS,N,149
SYS,CDB_DATA_FILES,N,341
SYS,CDB_DATAPUMP_JOBS,N,234
SYS,CDB_DATAPUMP_SESSIONS,N,185
SYS,CDB_DBFS_HS,N,137
SYS,CDB_DBFS_HS_COMMANDS,N,178
SYS,CDB_DBFS_HS_FIXED_PROPERTIES,N,185
SYS,CDB_DBFS_HS_PROPERTIES,N,183
SYS,CDB_DB_LINKS,N,260
SYS,CDB_DB_LINK_SOURCES,N,292
SYS,CDB_DDL_LOCKS,N,186
SYS,CDB_DEPENDENCIES,N,247
SYS,CDB_DIGEST_VERIFIERS,N,171
SYS,CDB_DIM_ATTRIBUTES,N,207
SYS,CDB_DIM_CHILD_OF,N,233
SYS,CDB_DIMENSIONS,N,183
SYS,CDB_DIM_HIERARCHIES,N,164
SYS,CDB_DIM_JOIN_KEY,N,293
SYS,CDB_DIM_LEVEL_KEY,N,191
SYS,CDB_DIM_LEVELS,N,229
SYS,CDB_DIRECTORIES,N,178
SYS,CDB_DISCOVERY_SOURCE,N,159
SYS,CDB_DML_LOCKS,N,214
SYS,CDB_DMT_FREE_SPACE,N,169
SYS,CDB_DMT_USED_EXTENTS,N,218
SYS,CDB_DV_STATUS,N,130
SYS,CDB_EDITION_COMMENTS,N,147
SYS,CDB_EDITIONED_TYPES,N,143
SYS,CDB_EDITIONING_VIEW_COLS,N,227
SYS,CDB_EDITIONING_VIEW_COLS_AE,N,247
SYS,CDB_EDITIONING_VIEWS,N,156
SYS,CDB_EDITIONING_VIEWS_AE,N,176
SYS,CDB_EDITION_INHERITED_OBJECTS,N,573
SYS,CDB_EDITIONS,N,161
SYS,CDB_ENABLED_AGGREGATIONS,N,193
SYS,CDB_ENABLED_TRACES,N,234
SYS,CDB_ENCRYPTED_COLUMNS,N,205
SYS,CDB_EPG_DAD_AUTHORIZATION,N,148
SYS,CDB_ERRORS,N,212
SYS,CDB_ERRORS_AE,N,232
SYS,CDB_ERROR_TRANSLATIONS,N,252
SYS,CDB_EVALUATION_CONTEXTS,N,232
SYS,CDB_EVALUATION_CONTEXT_TABLES,N,214
SYS,CDB_EVALUATION_CONTEXT_VARS,N,274
SYS,CDB_EXP_FILES,N,181
SYS,CDB_EXP_OBJECTS,N,204
SYS,CDB_EXPORT_OBJECTS,N,167
SYS,CDB_EXPORT_PATHS,N,142
SYS,CDB_EXPRESSION_STATISTICS,N,281
SYS,CDB_EXP_VERSION,N,128
SYS,CDB_EXTENTS,N,268
SYS,CDB_EXTERNAL_LOCATIONS,N,196
SYS,CDB_EXTERNAL_SCN_ACTIVITY,N,344
SYS,CDB_EXTERNAL_TABLES,N,331
SYS,CDB_FEATURE_USAGE_STATISTICS,N,390
SYS,CDB_FGA_AUDIT_TRAIL,N,544
SYS,CDB_FILE_GROUP_EXPORT_INFO,N,284
SYS,CDB_FILE_GROUP_FILES,N,281
SYS,CDB_FILE_GROUPS,N,268
SYS,CDB_FILE_GROUP_TABLES,N,241
SYS,CDB_FILE_GROUP_TABLESPACES,N,213
SYS,CDB_FILE_GROUP_VERSIONS,N,249
SYS,CDB_FLASHBACK_ARCHIVE,N,252
SYS,CDB_FLASHBACK_ARCHIVE_TABLES,N,216
SYS,CDB_FLASHBACK_ARCHIVE_TS,N,207
SYS,CDB_FLASHBACK_TXN_REPORT,N,212
SYS,CDB_FLASHBACK_TXN_STATE,N,197
SYS,CDB_FREE_SPACE,N,194
SYS,CDB_FREE_SPACE_COALESCED,N,314
SYS,CDB_FREE_SPACE_COALESCED_TMP1,N,177
SYS,CDB_FREE_SPACE_COALESCED_TMP2,N,169
SYS,CDB_FREE_SPACE_COALESCED_TMP3,N,169
SYS,CDB_FREE_SPACE_COALESCED_TMP4,N,169
SYS,CDB_FREE_SPACE_COALESCED_TMP5,N,169
SYS,CDB_FREE_SPACE_COALESCED_TMP6,N,177
SYS,CDB_GG_AUTO_CDR_COLUMN_GROUPS,N,201
SYS,CDB_GG_AUTO_CDR_COLUMNS,N,211
SYS,CDB_GG_AUTO_CDR_TABLES,N,407
SYS,CDB_GG_INBOUND_PROGRESS,N,374
SYS,CDB_GG_PROCEDURE_ANNOTATION,N,320
SYS,CDB_GG_PROC_OBJECT_EXCLUSION,N,193
SYS,CDB_GG_SUPPORTED_PACKAGES,N,263
SYS,CDB_GG_SUPPORTED_PROCEDURES,N,305
SYS,CDB_GLOBAL_CONTEXT,N,152
SYS,CDB_GOLDENGATE_CONTAINER_RULES,N,205
SYS,CDB_GOLDENGATE_INBOUND,N,212
SYS,CDB_GOLDENGATE_NOT_UNIQUE,N,162
SYS,CDB_GOLDENGATE_PRIVILEGES,N,216
SYS,CDB_GOLDENGATE_RULES,N,513
SYS,CDB_GOLDENGATE_SUPPORT_MODE,N,183
SYS,CDB_HANG_MANAGER_PARAMETERS,N,205
SYS,CDB_HEAT_MAP_SEG_HISTOGRAM,N,231
SYS,CDB_HEAT_MAP_SEGMENT,N,237
SYS,CDB_HEATMAP_TOP_OBJECTS,N,426
SYS,CDB_HEATMAP_TOP_TABLESPACES,N,392
SYS,CDB_HIERARCHIES,N,227
SYS,CDB_HIER_CLASS,N,209
SYS,CDB_HIER_COLUMNS,N,333
SYS,CDB_HIER_HIER_ATTR_CLASS,N,238
SYS,CDB_HIER_HIER_ATTRIBUTES,N,211
SYS,CDB_HIER_JOIN_PATHS,N,191
SYS,CDB_HIER_LEVEL_ID_ATTRS,N,210
SYS,CDB_HIER_LEVELS,N,183
SYS,CDB_HIGH_WATER_MARK_STATISTICS,N,202
SYS,CDB_HIST_ACTIVE_SESS_HISTORY,N,2217
SYS,CDB_HIST_APPLY_SUMMARY,N,631
SYS,CDB_HIST_ASH_SNAPSHOT,N,326
SYS,CDB_HIST_ASM_BAD_DISK,N,197
SYS,CDB_HIST_ASM_DISKGROUP,N,195
SYS,CDB_HIST_ASM_DISKGROUP_STAT,N,240
SYS,CDB_HIST_ASM_DISK_STAT_SUMMARY,N,344
SYS,CDB_HIST_BASELINE,N,343
SYS,CDB_HIST_BASELINE_DETAILS,N,419
SYS,CDB_HIST_BASELINE_METADATA,N,314
SYS,CDB_HIST_BASELINE_TEMPLATE,N,335
SYS,CDB_HIST_BG_EVENT_SUMMARY,N,293
SYS,CDB_HIST_BUFFERED_QUEUES,N,566
SYS,CDB_HIST_BUFFERED_SUBSCRIBERS,N,626
SYS,CDB_HIST_BUFFER_POOL_STAT,N,518
SYS,CDB_HIST_CAPTURE,N,433
SYS,CDB_HIST_CELL_CONFIG,N,226
SYS,CDB_HIST_CELL_CONFIG_DETAIL,N,225
SYS,CDB_HIST_CELL_DB,N,636
SYS,CDB_HIST_CELL_DISK_NAME,N,202
SYS,CDB_HIST_CELL_DISK_SUMMARY,N,1814
SYS,CDB_HIST_CELL_DISKTYPE,N,476
SYS,CDB_HIST_CELL_GLOBAL,N,231
SYS,CDB_HIST_CELL_GLOBAL_SUMMARY,N,545
SYS,CDB_HIST_CELL_IOREASON,N,287
SYS,CDB_HIST_CELL_IOREASON_NAME,N,175
SYS,CDB_HIST_CELL_METRIC_DESC,N,189
SYS,CDB_HIST_CELL_NAME,N,176
SYS,CDB_HIST_CELL_OPEN_ALERTS,N,256
SYS,CDB_HIST_CHANNEL_WAITS,N,241
SYS,CDB_HIST_CLUSTER_INTERCON,N,224
SYS,CDB_HIST_COLORED_SQL,N,152
SYS,CDB_HIST_COMP_IOSTAT,N,247
SYS,CDB_HIST_CON_SYSMETRIC_HIST,N,286
SYS,CDB_HIST_CON_SYSMETRIC_SUMM,N,366
SYS,CDB_HIST_CON_SYSSTAT,N,206
SYS,CDB_HIST_CON_SYSTEM_EVENT,N,359
SYS,CDB_HIST_CON_SYS_TIME_MODEL,N,213
SYS,CDB_HIST_CR_BLOCK_SERVER,N,436
SYS,CDB_HIST_CURRENT_BLOCK_SERVER,N,319
SYS,CDB_HIST_DATABASE_INSTANCE,N,373
SYS,CDB_HIST_DATAFILE,N,213
SYS,CDB_HIST_DB_CACHE_ADVICE,N,385
SYS,CDB_HIST_DISPATCHER,N,251
SYS,CDB_HIST_DLM_MISC,N,201
SYS,CDB_HIST_DYN_REMASTER_STATS,N,468
SYS,CDB_HIST_ENQUEUE_STAT,N,288
SYS,CDB_HIST_EVENT_HISTOGRAM,N,270
SYS,CDB_HIST_EVENT_NAME,N,243
SYS,CDB_HIST_FILEMETRIC_HISTORY,N,357
SYS,CDB_HIST_FILESTATXS,N,405
SYS,CDB_HIST_IC_CLIENT_STATS,N,217
SYS,CDB_HIST_IC_DEVICE_STATS,N,453
SYS,CDB_HIST_IM_SEG_STAT,N,371
SYS,CDB_HIST_IM_SEG_STAT_OBJ,N,253
SYS,CDB_HIST_INSTANCE_RECOVERY,N,636
SYS,CDB_HIST_INST_CACHE_TRANSFER,N,656
SYS,CDB_HIST_INTERCONNECT_PINGS,N,277
SYS,CDB_HIST_IOSTAT_DETAIL,N,458
SYS,CDB_HIST_IOSTAT_FILETYPE,N,576
SYS,CDB_HIST_IOSTAT_FILETYPE_NAME,N,181
SYS,CDB_HIST_IOSTAT_FUNCTION,N,426
SYS,CDB_HIST_IOSTAT_FUNCTION_NAME,N,181
SYS,CDB_HIST_JAVA_POOL_ADVICE,N,412
SYS,CDB_HIST_LATCH,N,348
SYS,CDB_HIST_LATCH_CHILDREN,N,357
SYS,CDB_HIST_LATCH_MISSES_SUMMARY,N,264
SYS,CDB_HIST_LATCH_NAME,N,167
SYS,CDB_HIST_LATCH_PARENT,N,355
SYS,CDB_HIST_LIBRARYCACHE,N,373
SYS,CDB_HIST_LMS_STATS,N,239
SYS,CDB_HIST_LOG,N,278
SYS,CDB_HIST_MEM_DYNAMIC_COMP,N,345
SYS,CDB_HIST_MEMORY_RESIZE_OPS,N,319
SYS,CDB_HIST_MEMORY_TARGET_ADVICE,N,271
SYS,CDB_HIST_METRIC_NAME,N,212
SYS,CDB_HIST_MTTR_TARGET_ADVICE,N,384
SYS,CDB_HIST_MUTEX_SLEEP,N,223
SYS,CDB_HIST_MVPARAMETER,N,259
SYS,CDB_HIST_OPTIMIZER_ENV,N,187
SYS,CDB_HIST_OSSTAT,N,201
SYS,CDB_HIST_OSSTAT_NAME,N,164
SYS,CDB_HIST_PARAMETER,N,245
SYS,CDB_HIST_PARAMETER_NAME,N,179
SYS,CDB_HIST_PDB_IN_SNAP,N,196
SYS,CDB_HIST_PDB_INSTANCE,N,266
SYS,CDB_HIST_PERSISTENT_QMN_CACHE,N,753
SYS,CDB_HIST_PERSISTENT_QUEUES,N,748
SYS,CDB_HIST_PERSISTENT_SUBS,N,557
SYS,CDB_HIST_PGASTAT,N,185
SYS,CDB_HIST_PGA_TARGET_ADVICE,N,361
SYS,CDB_HIST_PLAN_OPERATION_NAME,N,182
SYS,CDB_HIST_PLAN_OPTION_NAME,N,173
SYS,CDB_HIST_PROCESS_MEM_SUMMARY,N,364
SYS,CDB_HIST_PROCESS_WAITTIME,N,238
SYS,CDB_HIST_RECOVERY_PROGRESS,N,253
SYS,CDB_HIST_REPLICATION_TBL_STATS,N,370
SYS,CDB_HIST_REPLICATION_TXN_STATS,N,310
SYS,CDB_HIST_REPORTS,N,435
SYS,CDB_HIST_REPORTS_CONTROL,N,149
SYS,CDB_HIST_REPORTS_DETAILS,N,277
SYS,CDB_HIST_REPORTS_TIMEBANDS,N,403
SYS,CDB_HIST_RESOURCE_LIMIT,N,274
SYS,CDB_HIST_ROWCACHE_SUMMARY,N,363
SYS,CDB_HIST_RSRC_CONSUMER_GROUP,N,1150
SYS,CDB_HIST_RSRC_METRIC,N,568
SYS,CDB_HIST_RSRC_PDB_METRIC,N,677
SYS,CDB_HIST_RSRC_PLAN,N,303
SYS,CDB_HIST_RULE_SET,N,305
SYS,CDB_HIST_SEG_STAT,N,1635
SYS,CDB_HIST_SEG_STAT_OBJ,N,269
SYS,CDB_HIST_SERVICE_NAME,N,178
SYS,CDB_HIST_SERVICE_STAT,N,246
SYS,CDB_HIST_SERVICE_WAIT_CLASS,N,281
SYS,CDB_HIST_SESSMETRIC_HISTORY,N,309
SYS,CDB_HIST_SESS_NETWORK,N,735
SYS,CDB_HIST_SESS_SGA_STATS,N,256
SYS,CDB_HIST_SESS_TIME_STATS,N,287
SYS,CDB_HIST_SGA,N,181
SYS,CDB_HIST_SGASTAT,N,194
SYS,CDB_HIST_SGA_TARGET_ADVICE,N,250
SYS,CDB_HIST_SHARED_POOL_ADVICE,N,418
SYS,CDB_HIST_SHARED_SERVER_SUMMARY,N,479
SYS,CDB_HIST_SNAP_ERROR,N,200
SYS,CDB_HIST_SNAPSHOT,N,350
SYS,CDB_HIST_SQLBIND,N,358
SYS,CDB_HIST_SQL_BIND_METADATA,N,284
SYS,CDB_HIST_SQLCOMMAND_NAME,N,176
SYS,CDB_HIST_SQL_PLAN,N,659
SYS,CDB_HIST_SQLSTAT,N,1926
SYS,CDB_HIST_SQL_SUMMARY,N,244
SYS,CDB_HIST_SQLTEXT,N,175
SYS,CDB_HIST_SQL_WORKAREA_HSTGRM,N,315
SYS,CDB_HIST_STAT_NAME,N,162
SYS,CDB_HIST_STREAMS_APPLY_SUM,N,499
SYS,CDB_HIST_STREAMS_CAPTURE,N,369
SYS,CDB_HIST_STREAMS_POOL_ADVICE,N,302
SYS,CDB_HIST_SYSMETRIC_HISTORY,N,285
SYS,CDB_HIST_SYSMETRIC_SUMMARY,N,365
SYS,CDB_HIST_SYSSTAT,N,202
SYS,CDB_HIST_SYSTEM_EVENT,N,355
SYS,CDB_HIST_SYS_TIME_MODEL,N,209
SYS,CDB_HIST_TABLE_SETTINGS,N,163
SYS,CDB_HIST_TABLESPACE,N,235
SYS,CDB_HIST_TABLESPACE_STAT,N,282
SYS,CDB_HIST_TBSPC_SPACE_USAGE,N,251
SYS,CDB_HIST_TEMPFILE,N,213
SYS,CDB_HIST_TEMPSTATXS,N,382
SYS,CDB_HIST_THREAD,N,262
SYS,CDB_HIST_TOPLEVELCALL_NAME,N,188
SYS,CDB_HIST_UNDOSTAT,N,496
SYS,CDB_HIST_WAITCLASSMET_HISTORY,N,377
SYS,CDB_HIST_WAITSTAT,N,201
SYS,CDB_HIST_WR_CONTROL,N,216
SYS,CDB_HIST_WR_SETTINGS,N,152
SYS,CDB_HOST_ACES,N,276
SYS,CDB_HOST_ACLS,N,181
SYS,CDB_IDENTIFIERS,N,511
SYS,CDB_ILMDATAMOVEMENTPOLICIES,N,331
SYS,CDB_ILMEVALUATIONDETAILS,N,270
SYS,CDB_ILMOBJECTS,N,261
SYS,CDB_ILMPARAMETERS,N,133
SYS,CDB_ILMPOLICIES,N,183
SYS,CDB_ILMRESULTS,N,213
SYS,CDB_ILMTASKS,N,199
SYS,CDB_IMMUTABLE_TABLES,N,222
SYS,CDB_IND_COLUMNS,N,279
SYS,CDB_IND_COLUMNS_V$,N,282
SYS,CDB_INDEXES,N,1132
SYS,CDB_IND_EXPRESSIONS,N,198
SYS,CDB_INDEXTYPE_ARRAYTYPES,N,246
SYS,CDB_INDEXTYPE_COMMENTS,N,161
SYS,CDB_INDEXTYPE_OPERATORS,N,200
SYS,CDB_INDEXTYPES,N,315
SYS,CDB_INDEX_USAGE,N,537
SYS,CDB_IND_PARTITIONS,N,842
SYS,CDB_IND_PENDING_STATS,N,385
SYS,CDB_IND_STATISTICS,N,571
SYS,CDB_IND_SUBPARTITIONS,N,813
SYS,CDB_INMEMORY_AIMTASKDETAILS,N,209
SYS,CDB_INMEMORY_AIMTASKS,N,158
SYS,CDB_INTERNAL_TRIGGERS,N,174
SYS,CDB_INVALID_OBJECTS,N,547
SYS,CDB_JAVA_ARGUMENTS,N,238
SYS,CDB_JAVA_CLASSES,N,312
SYS,CDB_JAVA_COMPILER_OPTIONS,N,158
SYS,CDB_JAVA_DERIVATIONS,N,174
SYS,CDB_JAVA_FIELDS,N,315
SYS,CDB_JAVA_IMPLEMENTS,N,174
SYS,CDB_JAVA_INNERS,N,346
SYS,CDB_JAVA_LAYOUTS,N,244
SYS,CDB_JAVA_METHODS,N,397
SYS,CDB_JAVA_NCOMPS,N,186
SYS,CDB_JAVA_POLICY,N,203
SYS,CDB_JAVA_RESOLVERS,N,172
SYS,CDB_JAVA_THROWS,N,204
SYS,CDB_JOBS,N,336
SYS,CDB_JOBS_RUNNING,N,209
SYS,CDB_JOINGROUPS,N,222
SYS,CDB_JOIN_IND_COLUMNS,N,280
SYS,CDB_JSON_COLUMNS,N,195
SYS,CDB_JSON_DATAGUIDE_FIELDS,N,192
SYS,CDB_JSON_DATAGUIDES,N,171
SYS,CDB_KEEPSIZES,N,141
SYS,CDB_KGLLOCK,N,174
SYS,CDB_LIBRARIES,N,220
SYS,CDB_LMT_FREE_SPACE,N,169
SYS,CDB_LMT_USED_EXTENTS,N,218
SYS,CDB_LOB_PARTITIONS,N,664
SYS,CDB_LOBS,N,462
SYS,CDB_LOB_SUBPARTITIONS,N,688
SYS,CDB_LOB_TEMPLATES,N,223
SYS,CDB_LOCAL_ADMIN_PRIVS,N,547
SYS,CDB_LOCK,N,230
SYS,CDB_LOCKDOWN_PROFILES,N,279
SYS,CDB_LOCK_INTERNAL,N,202
SYS,CDB_LOG_GROUP_COLUMNS,N,212
SYS,CDB_LOG_GROUPS,N,199
SYS,CDB_LOGMNR_LOG,N,349
SYS,CDB_LOGMNR_PROFILE_PLSQL_STATS,N,250
SYS,CDB_LOGMNR_PROFILE_TABLE_STATS,N,394
SYS,CDB_LOGMNR_PURGED_LOG,N,132
SYS,CDB_LOGMNR_SESSION,N,341
SYS,CDB_LOGSTDBY_EDS_SUPPORTED,N,148
SYS,CDB_LOGSTDBY_EDS_TABLES,N,155
SYS,CDB_LOGSTDBY_EVENTS,N,298
SYS,CDB_LOGSTDBY_HISTORY,N,284
SYS,CDB_LOGSTDBY_LOG,N,336
SYS,CDB_LOGSTDBY_NOT_UNIQUE,N,160
SYS,CDB_LOGSTDBY_PARAMETERS,N,172
SYS,CDB_LOGSTDBY_PLSQL_MAP,N,201
SYS,CDB_LOGSTDBY_PLSQL_SUPPORT,N,164
SYS,CDB_LOGSTDBY_PROGRESS,N,327
SYS,CDB_LOGSTDBY_SKIP,N,191
SYS,CDB_LOGSTDBY_SKIP_TRANSACTION,N,172
SYS,CDB_LOGSTDBY_SUPPORT_MODE,N,180
SYS,CDB_LOGSTDBY_UNSUPPORTED,N,191
SYS,CDB_LOGSTDBY_UNSUPPORTED_TABLE,N,168
SYS,CDB_MEASURE_FOLDER_CONTENTS,N,218
SYS,CDB_MEASURE_FOLDERS,N,188
SYS,CDB_MEASURE_FOLDER_SUBFOLDERS,N,215
SYS,CDB_METADATA_PROPERTIES,N,238
SYS,CDB_METHOD_PARAMS,N,294
SYS,CDB_METHOD_RESULTS,N,255
SYS,CDB_MINING_MODEL_ATTRIBUTES,N,296
SYS,CDB_MINING_MODEL_PARTITIONS,N,235
SYS,CDB_MINING_MODELS,N,273
SYS,CDB_MINING_MODEL_SETTINGS,N,199
SYS,CDB_MINING_MODEL_TABLES,N,175
SYS,CDB_MINING_MODEL_VIEWS,N,172
SYS,CDB_MINING_MODEL_XFORMS,N,232
SYS,CDB_MVIEW_AGGREGATES,N,220
SYS,CDB_MVIEW_ANALYSIS,N,441
SYS,CDB_MVIEW_COMMENTS,N,153
SYS,CDB_MVIEW_DETAIL_PARTITION,N,279
SYS,CDB_MVIEW_DETAIL_RELATIONS,N,302
SYS,CDB_MVIEW_DETAIL_SUBPARTITION,N,292
SYS,CDB_MVIEW_JOINS,N,302
SYS,CDB_MVIEW_KEYS,N,279
SYS,CDB_MVIEW_LOG_FILTER_COLS,N,157
SYS,CDB_MVIEW_LOGS,N,447
SYS,CDB_MVIEW_REFRESH_TIMES,N,184
SYS,CDB_MVIEWS,N,860
SYS,CDB_MVREF_CHANGE_STATS,N,306
SYS,CDB_MVREF_RUN_STATS,N,488
SYS,CDB_MVREF_STATS,N,346
SYS,CDB_MVREF_STATS_PARAMS,N,186
SYS,CDB_MVREF_STATS_SYS_DEFAULTS,N,154
SYS,CDB_MVREF_STMT_STATS,N,223
SYS,CDB_NESTED_TABLE_COLS,N,710
SYS,CDB_NESTED_TABLES,N,285
SYS,CDB_NETWORK_ACL_PRIVILEGES,N,235
SYS,CDB_NETWORK_ACLS,N,184
SYS,CDB_OBJ_AUDIT_OPTS,N,285
SYS,CDB_OBJ_COLATTRS,N,172
SYS,CDB$OBJECTS,N,230
SYS,CDB_OBJECTS,N,539
SYS,CDB_OBJECTS_AE,N,542
SYS,CDB_OBJECT_SIZE,N,201
SYS,CDB_OBJECT_TABLES,N,1276
SYS,CDB_OBJECT_USAGE,N,217
SYS,CDB_OGG_AUTO_CAPTURED_TABLES,N,168
SYS,CDB_OLDIMAGE_COLUMNS,N,158
SYS,CDB_OPANCILLARY,N,203
SYS,CDB_OPARGUMENTS,N,184
SYS,CDB_OPBINDINGS,N,272
SYS,CDB_OPERATOR_COMMENTS,N,159
SYS,CDB_OPERATORS,N,158
SYS,CDB_OPTSTAT_OPERATIONS,N,228
SYS,CDB_OPTSTAT_OPERATION_TASKS,N,327
SYS,CDB_OUTLINE_HINTS,N,174
SYS,CDB_OUTLINES,N,241
SYS,CDB_OUTSTANDING_ALERTS,N,584
SYS,CDB_PARALLEL_EXECUTE_CHUNKS,N,301
SYS,CDB_PARALLEL_EXECUTE_TASKS,N,389
SYS,CDB_PART_COL_STATISTICS,N,374
SYS,CDB_PART_HISTOGRAMS,N,295
SYS,CDB_PARTIAL_DROP_TABS,N,143
SYS,CDB_PART_INDEXES,N,749
SYS,CDB_PART_KEY_COLUMNS,N,211
SYS,CDB_PART_KEY_COLUMNS_V$,N,214
SYS,CDB_PART_LOBS,N,643
SYS,CDB_PART_TABLES,N,1068
SYS,CDB_PDB_HISTORY,N,389
SYS,CDB_PDBS,N,694
SYS,CDB_PDB_SAVED_STATES,N,194
SYS,CDB_PDB_SNAPSHOTFILE,N,178
SYS,CDB_PDB_SNAPSHOTS,N,268
SYS,CDB_PENDING_CONV_TABLES,N,145
SYS,CDB_PENDING_TRANSACTIONS,N,160
SYS,CDB_PLSQL_COLL_TYPES,N,386
SYS,CDB_PLSQL_OBJECT_SETTINGS,N,312
SYS,CDB_PLSQL_TYPE_ATTRS,N,335
SYS,CDB_PLSQL_TYPES,N,213
SYS,CDB_POLICIES,N,357
SYS,CDB_POLICY_ATTRIBUTES,N,237
SYS,CDB_POLICY_CONTEXTS,N,202
SYS,CDB_POLICY_GROUPS,N,189
SYS,CDB_PRIVATE_TEMP_TABLES,N,298
SYS,CDB_PRIV_AUDIT_OPTS,N,183
SYS,CDB_PRIV_CAPTURES,N,185
SYS,CDB_PROCEDURES,N,447
SYS,CDB_PROFILES,N,241
SYS,CDB_PROPAGATION,N,543
SYS,CDB_PROPERTIES,N,169
SYS,CDB_PROXIES,N,206
SYS,CDB_PTC_APPLY_PROGRESS,N,212
SYS,CDB_QUEUE_PUBLISHERS,N,306
SYS,CDB_QUEUES,N,331
SYS,CDB_QUEUE_SCHEDULES,N,695
SYS,_CDB_QUEUE_STATS1,N,200
SYS,CDB_QUEUE_SUBSCRIBERS,N,329
SYS,CDB_QUEUE_TABLES,N,342
SYS,CDB_RCHILD,N,149
SYS,CDB_RECOVERABLE_SCRIPT,N,306
SYS,CDB_RECOVERABLE_SCRIPT_BLOCKS,N,263
SYS,CDB_RECOVERABLE_SCRIPT_ERRORS,N,213
SYS,CDB_RECOVERABLE_SCRIPT_HIST,N,311
SYS,CDB_RECOVERABLE_SCRIPT_PARAMS,N,180
SYS,CDB_RECYCLEBIN,N,333
SYS,CDB_REDEFINITION_ERRORS,N,262
SYS,CDB_REDEFINITION_OBJECTS,N,277
SYS,CDB_REDEFINITION_STATUS,N,359
SYS,CDB_REDO_DB,N,611
SYS,CDB_REDO_LOG,N,594
SYS,CDB_REFRESH,N,333
SYS,CDB_REFRESH_CHILDREN,N,370
SYS,CDB_REFS,N,237
SYS,CDB_REGISTERED_ARCHIVED_LOG,N,367
SYS,CDB_REGISTERED_MVIEWS,N,226
SYS,CDB_REGISTERED_SNAPSHOTS,N,235
SYS,CDB_REGISTRY,N,283
SYS,CDB_REGISTRY_BACKPORTS,N,208
SYS,CDB_REGISTRY_DATABASE,N,164
SYS,CDB_REGISTRY_DEPENDENCIES,N,182
SYS,CDB_REGISTRY_ERROR,N,194
SYS,CDB_REGISTRY_HIERARCHY,N,198
SYS,CDB_REGISTRY_HISTORY,N,208
SYS,CDB_REGISTRY_LOG,N,176
SYS,CDB_REGISTRY_PROGRESS,N,190
SYS,CDB_REGISTRY_SCHEMAS,N,154
SYS,CDB_REGISTRY_SQLPATCH,N,457
SYS,CDB_REGISTRY_SQLPATCH_RU_INFO,N,257
SYS,CDB_REPLAY_UPGRADE_ERRORS,N,265
SYS,CDB_REPL_DBNAME_MAPPING,N,192
SYS,CDB_REPLICATION_PROCESS_EVENTS,N,259
SYS,CDB_RESOURCE_INCARNATIONS,N,240
SYS,CDB_RESUMABLE,N,425
SYS,CDB_REWRITE_EQUIVALENCES,N,194
SYS,CDB_RGROUP,N,292
SYS,CDB_ROLE_PRIVS,N,219
SYS,CDB_ROLES,N,251
SYS,CDB_ROLLBACK_SEGS,N,330
SYS,CDB_ROLLING_DATABASES,N,355
SYS,CDB_ROLLING_EVENTS,N,198
SYS,CDB_ROLLING_PARAMETERS,N,218
SYS,CDB_ROLLING_PLAN,N,281
SYS,CDB_ROLLING_STATISTICS,N,154
SYS,CDB_ROLLING_STATUS,N,406
SYS,CDB_ROLLING_SUPPORT_MODE,N,179
SYS,CDB_ROLLING_UNSUPPORTED,N,190
SYS,CDB$ROOTDEPS,N,400
SYS,CDB_ROPP$X$KCCAL,N,343
SYS,CDB_ROPP$X$KCCBF,N,436
SYS,CDB_ROPP$X$KCCBI,N,256
SYS,CDB_ROPP$X$KCCBL,N,311
SYS,CDB_ROPP$X$KCCBLKCOR,N,304
SYS,CDB_ROPP$X$KCCBP,N,321
SYS,CDB_ROPP$X$KCCBS,N,297
SYS,CDB_ROPP$X$KCCCC,N,247
SYS,CDB_ROPP$X$KCCDC,N,455
SYS,CDB_ROPP$X$KCCDI,N,758
SYS,CDB_ROPP$X$KCCDI2,N,1186
SYS,CDB_ROPP$X$KCCFC,N,255
SYS,CDB_ROPP$X$KCCFE,N,727
SYS,CDB_ROPP$X$KCCFN,N,255
SYS,CDB_ROPP$X$KCCIC,N,292
SYS,CDB_ROPP$X$KCCLE,N,327
SYS,CDB_ROPP$X$KCCLH,N,270
SYS,CDB_ROPP$X$KCCOR,N,326
SYS,CDB_ROPP$X$KCCPA,N,367
SYS,CDB_ROPP$X$KCCPD,N,452
SYS,CDB_ROPP$X$KCCPDB,N,966
SYS,CDB_ROPP$X$KCCPIC,N,440
SYS,CDB_ROPP$X$KCCRSR,N,306
SYS,CDB_ROPP$X$KCCRT,N,409
SYS,CDB_ROPP$X$KCCSL,N,303
SYS,CDB_ROPP$X$KCCTF,N,311
SYS,CDB_ROPP$X$KCCTIR,N,186
SYS,CDB_ROPP$X$KCCTKH,N,296
SYS,CDB_ROPP$X$KCCTS,N,247
SYS,CDB_ROPP$X$KCPDBINC,N,374
SYS,CDB_ROPP$X$KCVDF,N,1951
SYS,CDB_ROPP$X$KCVFH,N,1094
SYS,CDB_ROPP$X$KCVFHALL,N,1097
SYS,CDB_ROPP$X$KCVFHTMP,N,346
SYS,CDB_RPP$X$KCCAL,N,441
SYS,CDB_RPP$X$KCCBF,N,556
SYS,CDB_RPP$X$KCCBI,N,332
