sheet,cell,row,column,source,target_header,reason,label,description
c311,E9,9,E/5,objective,DET/AÑO/PROCESO,target_column,"A-1MG TQ GEN.2, 100TEST, COBAS C/INT","Rellenar columna 'DET/AÑO/PROCESO' en c311!E9 (fila 9, columna E/5). Contexto de fila: 'A-1MG TQ GEN.2, 100TEST, COBAS C/INT' en B9."
c311,E10,10,E/5,objective,DET/AÑO/PROCESO,target_column,"AAT GEN.2, 100TESTS, COBAS C, INTEGRA","Rellenar columna 'DET/AÑO/PROCESO' en c311!E10 (fila 10, columna E/5). Contexto de fila: 'AAT GEN.2, 100TESTS, COBAS C, INTEGRA' en B10."
c311,E11,11,E/5,objective,DET/AÑO/PROCESO,target_column,ACP HIT 917 LARGE,"Rellenar columna 'DET/AÑO/PROCESO' en c311!E11 (fila 11, columna E/5). Contexto de fila: 'ACP HIT 917 LARGE' en B11."
c311,E12,12,E/5,objective,DET/AÑO/PROCESO,target_column,"ALB2, 300T, COBAS C, INTEGRA","Rellenar columna 'DET/AÑO/PROCESO' en c311!E12 (fila 12, columna E/5). Contexto de fila: 'ALB2, 300T, COBAS C, INTEGRA' en B12."
c311,E13,13,E/5,objective,DET/AÑO/PROCESO,target_column,"ALB-T TQ GEN.2, 100TESTS, COBAS C, INT","Rellenar columna 'DET/AÑO/PROCESO' en c311!E13 (fila 13, columna E/5). Contexto de fila: 'ALB-T TQ GEN.2, 100TESTS, COBAS C, INT' en B13."
c311,E14,14,E/5,objective,DET/AÑO/PROCESO,target_column,"ALP2, 200T, COBAS C, INTEGRA","Rellenar columna 'DET/AÑO/PROCESO' en c311!E14 (fila 14, columna E/5). Contexto de fila: 'ALP2, 200T, COBAS C, INTEGRA' en B14."
c311,E15,15,E/5,objective,DET/AÑO/PROCESO,target_column,"ALTL, 500TESTS, COBAS C, INTEGRA","Rellenar columna 'DET/AÑO/PROCESO' en c311!E15 (fila 15, columna E/5). Contexto de fila: 'ALTL, 500TESTS, COBAS C, INTEGRA' en B15."
c311,E16,16,E/5,objective,DET/AÑO/PROCESO,target_column,"AMYL GEN.2, 300TESTS, COBAS C, INTEGRA","Rellenar columna 'DET/AÑO/PROCESO' en c311!E16 (fila 16, columna E/5). Contexto de fila: 'AMYL GEN.2, 300TESTS, COBAS C, INTEGRA' en B16."
c311,E17,17,E/5,objective,DET/AÑO/PROCESO,target_column,"APOAT, 100TESTS, COBAS C, INTEGRA","Rellenar columna 'DET/AÑO/PROCESO' en c311!E17 (fila 17, columna E/5). Contexto de fila: 'APOAT, 100TESTS, COBAS C, INTEGRA' en B17."
c311,E18,18,E/5,objective,DET/AÑO/PROCESO,target_column,"APOBT, 100TESTS, COBAS C, INTEGRA","Rellenar columna 'DET/AÑO/PROCESO' en c311!E18 (fila 18, columna E/5). Contexto de fila: 'APOBT, 100TESTS, COBAS C, INTEGRA' en B18."
