sheet,cell,row,column,source,target_header,reason,label,description
c111,H34,34,H/8,objective,PRODUCTO A ENTREGAR,target_column,Phosforo,"Rellenar columna 'PRODUCTO A ENTREGAR' en c111!H34 (fila 34, columna H/8). Contexto de fila: 'Phosforo' en B34."
c111,H35,35,H/8,objective,PRODUCTO A ENTREGAR,target_column,NH3L Ammonia,"Rellenar columna 'PRODUCTO A ENTREGAR' en c111!H35 (fila 35, columna H/8). Contexto de fila: 'NH3L Ammonia' en B35."
c111,H36,36,H/8,objective,PRODUCTO A ENTREGAR,target_column,CK-MB,"Rellenar columna 'PRODUCTO A ENTREGAR' en c111!H36 (fila 36, columna H/8). Contexto de fila: 'CK-MB' en B36."
c111,H37,37,H/8,objective,PRODUCTO A ENTREGAR,target_column,TOTAL DET,"Rellenar columna 'PRODUCTO A ENTREGAR' en c111!H37 (fila 37, columna H/8). Contexto de fila: 'TOTAL DET' en C37."
c111,H38,38,H/8,objective,PRODUCTO A ENTREGAR,target_column,CALIBRADOR,"Rellenar columna 'PRODUCTO A ENTREGAR' en c111!H38 (fila 38, columna H/8). Contexto de fila: 'CALIBRADOR' en A38."
c111,H39,39,H/8,objective,PRODUCTO A ENTREGAR,target_column,Calibrator f.a.s. 12x3 ml,"Rellenar columna 'PRODUCTO A ENTREGAR' en c111!H39 (fila 39, columna H/8). Contexto de fila: 'Calibrator f.a.s. 12x3 ml' en B39."
c111,H40,40,H/8,objective,PRODUCTO A ENTREGAR,target_column,Cfas Lipids 3x1ML,"Rellenar columna 'PRODUCTO A ENTREGAR' en c111!H40 (fila 40, columna H/8). Contexto de fila: 'Cfas Lipids 3x1ML' en B40."
c111,H41,41,H/8,objective,PRODUCTO A ENTREGAR,target_column,Cfas Proteins,"Rellenar columna 'PRODUCTO A ENTREGAR' en c111!H41 (fila 41, columna H/8). Contexto de fila: 'Cfas Proteins' en B41."
c111,H42,42,H/8,objective,PRODUCTO A ENTREGAR,target_column,"Cfas HbA1c, 3x2ml","Rellenar columna 'PRODUCTO A ENTREGAR' en c111!H42 (fila 42, columna H/8). Contexto de fila: 'Cfas HbA1c, 3x2ml' en B42."
c111,H43,43,H/8,objective,PRODUCTO A ENTREGAR,target_column,Ammonia/Ethanol/CO2 Calibrator,"Rellenar columna 'PRODUCTO A ENTREGAR' en c111!H43 (fila 43, columna H/8). Contexto de fila: 'Ammonia/Ethanol/CO2 Calibrator' en B43."
c111,H44,44,H/8,objective,PRODUCTO A ENTREGAR,target_column,Cfas D- Dimer,"Rellenar columna 'PRODUCTO A ENTREGAR' en c111!H44 (fila 44, columna H/8). Contexto de fila: 'Cfas D- Dimer' en B44."
c111,H45,45,H/8,objective,PRODUCTO A ENTREGAR,target_column,Calibrator f.a.s. CK‑MB,"Rellenar columna 'PRODUCTO A ENTREGAR' en c111!H45 (fila 45, columna H/8). Contexto de fila: 'Calibrator f.a.s. CK‑MB' en B45."
c111,H46,46,H/8,objective,PRODUCTO A ENTREGAR,target_column,CONTROL,"Rellenar columna 'PRODUCTO A ENTREGAR' en c111!H46 (fila 46, columna H/8). Contexto de fila: 'CONTROL' en A46."
c111,H47,47,H/8,objective,PRODUCTO A ENTREGAR,target_column,PreciControl ClinChem Multi 1 4x5ml,"Rellenar columna 'PRODUCTO A ENTREGAR' en c111!H47 (fila 47, columna H/8). Contexto de fila: 'PreciControl ClinChem Multi 1 4x5ml' en B47."
c111,H48,48,H/8,objective,PRODUCTO A ENTREGAR,target_column,PreciControl ClinChem Multi 2 4x5ml,"Rellenar columna 'PRODUCTO A ENTREGAR' en c111!H48 (fila 48, columna H/8). Contexto de fila: 'PreciControl ClinChem Multi 2 4x5ml' en B48."
c111,H49,49,H/8,objective,PRODUCTO A ENTREGAR,target_column,PreciControl HBA1c Norm,"Rellenar columna 'PRODUCTO A ENTREGAR' en c111!H49 (fila 49, columna H/8). Contexto de fila: 'PreciControl HBA1c Norm' en B49."
c111,H50,50,H/8,objective,PRODUCTO A ENTREGAR,target_column,PRECICONTROL HBA1C PATH,"Rellenar columna 'PRODUCTO A ENTREGAR' en c111!H50 (fila 50, columna H/8). Contexto de fila: 'PRECICONTROL HBA1C PATH' en B50."
