OWNER,CONSTRAINT_NAME,CONSTRAINT_TYPE,TABLE_NAME,STATUS,VALIDATED,DEFERRABLE,DEFERRED,R_OWNER,R_CONSTRAINT_NAME,DELETE_RULE,BAD,INVALID,GENERATED,SEARCH_CONDITION_VC
SYS,SYS_C00979,C,PARTCOL$,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""INTCOL#"" IS NOT NULL"
SYS,SYS_C00980,C,PARTCOL$,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""COL#"" IS NOT NULL"
SYS,SYS_C00981,C,PARTCOL$,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""POS#"" IS NOT NULL"
SYS,SYS_C00982,C,PARTCOL$,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""SEGCOL#"" IS NOT NULL"
SYS,SYS_C00983,C,PARTCOL$,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""TYPE#"" IS NOT NULL"
SYS,SYS_C001052,C,PARTLOB$,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""LOBJ#"" IS NOT NULL"
SYS,SYS_C001053,C,PARTLOB$,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""TABOBJ#"" IS NOT NULL"
SYS,SYS_C001054,C,PARTLOB$,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""INTCOL#"" IS NOT NULL"
SYS,SYS_C001055,C,PARTLOB$,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""DEFCHUNK"" IS NOT NULL"
SYS,SYS_C001056,C,PARTLOB$,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""DEFPCTVER$"" IS NOT NULL"
SYS,SYS_C001057,C,PARTLOB$,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""DEFFLAGS"" IS NOT NULL"
SYS,SYS_C001058,C,PARTLOB$,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""DEFPRO"" IS NOT NULL"
SYS,SYS_C00177,C,PARTOBJ$,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""OBJ#"" IS NOT NULL"
SYS,SYS_C00178,C,PARTOBJ$,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""PARTTYPE"" IS NOT NULL"
SYS,SYS_C00179,C,PARTOBJ$,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""PARTCNT"" IS NOT NULL"
SYS,SYS_C00180,C,PARTOBJ$,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""PARTKEYCOLS"" IS NOT NULL"
SYS,SYS_C00181,C,PARTOBJ$,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""DEFPCTFREE"" IS NOT NULL"
SYS,SYS_C00182,C,PARTOBJ$,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""DEFPCTUSED"" IS NOT NULL"
SYS,SYS_C00183,C,PARTOBJ$,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""DEFINITRANS"" IS NOT NULL"
SYS,SYS_C00184,C,PARTOBJ$,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""DEFMAXTRANS"" IS NOT NULL"
SYS,SYS_C00185,C,PARTOBJ$,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""DEFLISTS"" IS NOT NULL"
SYS,SYS_C00186,C,PARTOBJ$,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""DEFGROUPS"" IS NOT NULL"
SYS,SYS_C00187,C,PARTOBJ$,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""DEFLOGGING"" IS NOT NULL"
SYS,SYS_C00344,C,PDB_ALERT$,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""CAUSE#"" IS NOT NULL"
SYS,SYS_C00345,C,PDB_ALERT$,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""TYPE#"" IS NOT NULL"
SYS,SYS_C00346,C,PDB_ALERT$,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""TIME"" IS NOT NULL"
SYS,SYS_C00347,C,PDB_ALERT$,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""LINE#"" IS NOT NULL"
SYS,SYS_C00348,C,PDB_ALERT$,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""MSG$"" IS NOT NULL"
SYS,SYS_C00349,C,PDB_ALERT$,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""NAME"" IS NOT NULL"
SYS,SYS_C00429,C,PDB_ARC_SKIP$,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""THREAD#"" IS NOT NULL"
SYS,SYS_C00430,C,PDB_ARC_SKIP$,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""SEQUENCE#"" IS NOT NULL"
SYS,SYS_C00431,C,PDB_ARC_SKIP$,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""FIRST_CHANGE#"" IS NOT NULL"
SYS,SYS_C00432,C,PDB_ARC_SKIP$,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""NEXT_CHANGE#"" IS NOT NULL"
SYS,SYS_C00433,C,PDB_ARC_SKIP$,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""FIRST_TIME"" IS NOT NULL"
SYS,SYS_C00434,C,PDB_ARC_SKIP$,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""NEXT_TIME"" IS NOT NULL"
SYS,SYS_C00435,C,PDB_ARC_SKIP$,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""RESETLOGS_CHANGE#"" IS NOT NULL"
SYS,SYS_C00436,C,PDB_ARC_SKIP$,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""RESETLOGS_TIME"" IS NOT NULL"
SYS,SYS_C00437,C,PDB_ARC_SKIP$,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""PREV_RESETLOGS_CHANGE#"" IS NOT NULL"
SYS,SYS_C00438,C,PDB_ARC_SKIP$,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""PREV_RESETLOGS_TIME"" IS NOT NULL"
SYS,SYS_C00439,C,PDB_ARC_SKIP$,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""CTIME"" IS NOT NULL"
SYS,SYS_C00440,C,PDB_ARC_SKIP$,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""DBID"" IS NOT NULL"
SYS,SYS_C00403,C,PDB_CREATE$,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""CON_ID#"" IS NOT NULL"
SYS,SYS_C00404,C,PDB_CREATE$,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""CON_UID"" IS NOT NULL"
SYS,SYS_C00328,C,PDB_HISTORY$,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""NAME"" IS NOT NULL"
SYS,SYS_C00329,C,PDB_HISTORY$,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""CON_ID#"" IS NOT NULL"
SYS,SYS_C00330,C,PDB_HISTORY$,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""DBID"" IS NOT NULL"
SYS,SYS_C00331,C,PDB_HISTORY$,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""GUID"" IS NOT NULL"
SYS,SYS_C00332,C,PDB_HISTORY$,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""SCNBAS"" IS NOT NULL"
SYS,SYS_C00333,C,PDB_HISTORY$,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""SCNWRP"" IS NOT NULL"
SYS,SYS_C00334,C,PDB_HISTORY$,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""TIME"" IS NOT NULL"
SYS,SYS_C00335,C,PDB_HISTORY$,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""OPERATION"" IS NOT NULL"
SYS,SYS_C00336,C,PDB_HISTORY$,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""DB_VERSION"" IS NOT NULL"
SYS,SYS_C006557,P,PDB_MON_EVENT_QTABLE$,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,
SYS,SYS_C00441,C,PDB_REF_CATALOG$,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""DBID"" IS NOT NULL"
SYS,SYS_C00442,C,PDB_REF_CATALOG$,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""DBNAME"" IS NOT NULL"
SYS,SYS_C00443,C,PDB_REF_CATALOG$,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""LAST_ARC_RECID"" IS NOT NULL"
SYS,SYS_C00444,C,PDB_REF_CATALOG$,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""RTIME"" IS NOT NULL"
SYS,SYS_C00445,C,PDB_REF_CATALOG$,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""UTIME"" IS NOT NULL"
SYS,SYS_C00408,C,PDB_SNAPSHOT$,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""CON_ID#"" IS NOT NULL"
SYS,SYS_C00409,C,PDB_SNAPSHOT$,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""CON_UID"" IS NOT NULL"
SYS,SYS_C00410,C,PDB_SNAPSHOT$,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""SNAPNAME"" IS NOT NULL"
SYS,SYS_C00411,C,PDB_SNAPSHOT$,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""SNAPSCN"" IS NOT NULL"
SYS,SYS_C00412,C,PDB_SNAPSHOT$,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""PREVSNAPSCN"" IS NOT NULL"
SYS,SYS_C00413,C,PDB_SNAPSHOT$,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""SNAPTIME"" IS NOT NULL"
SYS,SYS_C00414,C,PDB_SNAPSHOT$,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""PREVSNAPTIME"" IS NOT NULL"
SYS,SYS_C00415,C,PDB_SNAPSHOT$,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""ARCHIVEPATH"" IS NOT NULL"
SYS,SYS_C00416,C,PDB_SNAPSHOTFILE$,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""CON_ID#"" IS NOT NULL"
SYS,SYS_C00417,C,PDB_SNAPSHOTFILE$,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""SNAPSCN"" IS NOT NULL"
SYS,SYS_C00418,C,PDB_SNAPSHOTFILE$,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""SNAPFILENAME"" IS NOT NULL"
SYS,SYS_C00419,C,PDB_SNAPSHOTFILE$,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""SNAPFILETYPE"" IS NOT NULL"
SYS,SYS_C00350,C,PDB_SPFILE$,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""DB_UNIQ_NAME"" IS NOT NULL"
SYS,SYS_C00351,C,PDB_SPFILE$,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""PDB_UID"" IS NOT NULL"
SYS,SYS_C00352,C,PDB_SPFILE$,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""SID"" IS NOT NULL"
SYS,SYS_C00353,C,PDB_SPFILE$,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""NAME"" IS NOT NULL"
SYS,SYS_C00391,C,PDB_STAT$,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""CON_UID#"" IS NOT NULL"
SYS,SYS_C00392,C,PDB_STAT$,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""INST_ID"" IS NOT NULL"
SYS,SYS_C00393,C,PDB_STAT$,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""STAT_NAME"" IS NOT NULL"
SYS,SYS_C00394,C,PDB_STAT$,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""STAT_VALUE"" IS NOT NULL"
SYS,SYS_C00354,C,PDBSTATE$,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""INST_NAME"" IS NOT NULL"
SYS,SYS_C00355,C,PDBSTATE$,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""PDB_UID"" IS NOT NULL"
SYS,SYS_C00356,C,PDBSTATE$,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""STATE"" IS NOT NULL"
SYS,SYS_C00357,C,PDBSTATE$,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""RESTRICTED"" IS NOT NULL"
SYS,SYS_C00395,C,PDB_SVC_STATE$,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""INST_ID"" IS NOT NULL"
SYS,SYS_C00396,C,PDB_SVC_STATE$,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""PDB_UID"" IS NOT NULL"
SYS,SYS_C00397,C,PDB_SVC_STATE$,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""SVC_HASH"" IS NOT NULL"
SYS,SYS_C00373,C,PDB_SYNC$,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""SCNWRP"" IS NOT NULL"
SYS,SYS_C00374,C,PDB_SYNC$,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""SCNBAS"" IS NOT NULL"
SYS,SYS_C00375,C,PDB_SYNC$,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""CTIME"" IS NOT NULL"
SYS,SYS_C00376,C,PDB_SYNC$,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""NAME"" IS NOT NULL"
SYS,SYS_C00377,C,PDB_SYNC$,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""OPCODE"" IS NOT NULL"
SYS,SYS_C00378,C,PDB_SYNC$,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""REPLAY#"" IS NOT NULL"
SYS,SYS_C00650,C,PENDING_SESSIONS$,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""LOCAL_TRAN_ID"" IS NOT NULL"
SYS,SYS_C00651,C,PENDING_SESSIONS$,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""SESSION_ID"" IS NOT NULL"
SYS,SYS_C00652,C,PENDING_SESSIONS$,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""BRANCH_ID"" IS NOT NULL"
SYS,SYS_C00653,C,PENDING_SESSIONS$,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""INTERFACE"" IS NOT NULL"
SYS,SYS_C00654,C,PENDING_SESSIONS$,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""DB_USERID"" IS NOT NULL"
SYS,SYS_C00655,C,PENDING_SUB_SESSIONS$,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""LOCAL_TRAN_ID"" IS NOT NULL"
SYS,SYS_C00656,C,PENDING_SUB_SESSIONS$,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""SESSION_ID"" IS NOT NULL"
SYS,SYS_C00657,C,PENDING_SUB_SESSIONS$,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""SUB_SESSION_ID"" IS NOT NULL"
SYS,SYS_C00658,C,PENDING_SUB_SESSIONS$,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""INTERFACE"" IS NOT NULL"
SYS,SYS_C00659,C,PENDING_SUB_SESSIONS$,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""DBID"" IS NOT NULL"
SYS,SYS_C00660,C,PENDING_SUB_SESSIONS$,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""LINK_OWNER"" IS NOT NULL"
SYS,SYS_C00661,C,PENDING_SUB_SESSIONS$,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""DBLINK"" IS NOT NULL"
SYS,SYS_C00642,C,PENDING_TRANS$,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""LOCAL_TRAN_ID"" IS NOT NULL"
SYS,SYS_C00643,C,PENDING_TRANS$,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""GLOBAL_TRAN_FMT"" IS NOT NULL"
SYS,SYS_C00644,C,PENDING_TRANS$,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""STATE"" IS NOT NULL"
SYS,SYS_C00645,C,PENDING_TRANS$,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""STATUS"" IS NOT NULL"
SYS,SYS_C00646,C,PENDING_TRANS$,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""SESSION_VECTOR"" IS NOT NULL"
SYS,SYS_C00647,C,PENDING_TRANS$,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""RECO_VECTOR"" IS NOT NULL"
SYS,SYS_C00648,C,PENDING_TRANS$,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""FAIL_TIME"" IS NOT NULL"
SYS,SYS_C00649,C,PENDING_TRANS$,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""RECO_TIME"" IS NOT NULL"
SYS,CAPTURE_PK,P,PRIV_CAPTURE$,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,USER NAME,
SYS,SYS_C003545,C,PRIV_CAPTURE$,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""ID#"" IS NOT NULL"
SYS,SYS_C003546,C,PRIV_CAPTURE$,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""NAME"" IS NOT NULL"
SYS,SYS_C003556,C,PRIV_UNUSED$,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""ID#"" IS NOT NULL"
SYS,SYS_C003557,C,PRIV_UNUSED$,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""CAPTURE"" IS NOT NULL"
SYS,SYS_C003558,C,PRIV_UNUSED$,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""USER#"" IS NOT NULL"
SYS,SYS_C003559,C,PRIV_UNUSED_PATH$,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""ID#"" IS NOT NULL"
SYS,SYS_C003560,C,PRIV_UNUSED_PATH$,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""CAPTURE"" IS NOT NULL"
SYS,SYS_C003561,C,PRIV_UNUSED_PATH$,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""RUN_SEQ#"" IS NOT NULL"
SYS,SYS_C003553,C,PRIV_USED_PATH$,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""ID#"" IS NOT NULL"
SYS,SYS_C003554,C,PRIV_USED_PATH$,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""CAPTURE"" IS NOT NULL"
SYS,SYS_C003555,C,PRIV_USED_PATH$,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""RUN_SEQ#"" IS NOT NULL"
SYS,SYS_C00570,C,PROCEDURE$,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""OBJ#"" IS NOT NULL"
SYS,SYS_C00571,C,PROCEDURE$,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""AUDIT$"" IS NOT NULL"
SYS,SYS_C00640,C,PROCEDUREBLOCKCHAININFO$,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""OBJ#"" IS NOT NULL"
SYS,SYS_C00641,C,PROCEDUREBLOCKCHAININFO$,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""PROCEDURE#"" IS NOT NULL"
SYS,SYS_C00626,C,PROCEDUREC$,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""OBJ#"" IS NOT NULL"
SYS,SYS_C00627,C,PROCEDUREC$,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""PROCEDURE#"" IS NOT NULL"
SYS,SYS_C00628,C,PROCEDUREC$,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""ENTRYPOINT#"" IS NOT NULL"
SYS,SYS_C00572,C,PROCEDUREINFO$,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""OBJ#"" IS NOT NULL"
SYS,SYS_C00573,C,PROCEDUREINFO$,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""PROCEDURE#"" IS NOT NULL"
SYS,SYS_C00574,C,PROCEDUREINFO$,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""OVERLOAD#"" IS NOT NULL"
SYS,SYS_C00575,C,PROCEDUREINFO$,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""PROPERTIES"" IS NOT NULL"
SYS,SYS_C00576,C,PROCEDUREINFO$,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""PROPERTIES2"" IS NOT NULL"
SYS,SYS_C00614,C,PROCEDUREJAVA$,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""OBJ#"" IS NOT NULL"
SYS,SYS_C00615,C,PROCEDUREJAVA$,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""PROCEDURE#"" IS NOT NULL"
SYS,SYS_C00616,C,PROCEDUREJAVA$,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""OWNERNAME"" IS NOT NULL"
SYS,SYS_C00617,C,PROCEDUREJAVA$,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""OWNERLENGTH"" IS NOT NULL"
SYS,SYS_C00618,C,PROCEDUREJAVA$,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""CLASSNAME"" IS NOT NULL"
SYS,SYS_C00619,C,PROCEDUREJAVA$,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""CLASSLENGTH"" IS NOT NULL"
SYS,SYS_C00620,C,PROCEDUREJAVA$,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""METHODNAME"" IS NOT NULL"
SYS,SYS_C00621,C,PROCEDUREJAVA$,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""METHODLENGTH"" IS NOT NULL"
SYS,SYS_C00622,C,PROCEDUREJAVA$,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""SIGNATURE"" IS NOT NULL"
SYS,SYS_C00623,C,PROCEDUREJAVA$,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""SIGLENGTH"" IS NOT NULL"
SYS,SYS_C00624,C,PROCEDUREJAVA$,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""FLAGS"" IS NOT NULL"
