OWNER,CONSTRAINT_NAME,CONSTRAINT_TYPE,TABLE_NAME,STATUS,VALIDATED,DEFERRABLE,DEFERRED,R_OWNER,R_CONSTRAINT_NAME,DELETE_RULE,BAD,INVALID,GENERATED,SEARCH_CONDITION_VC
GSMADMIN_INTERNAL,SYS_C006440,P,HETEROGENEOUS_COLUMNS,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,
GSMADMIN_INTERNAL,SYS_C006552,O,LOCAL_CHUNK_COLUMNS,ENABLED,NOT VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,
GSMADMIN_INTERNAL,SYS_C006553,O,LOCAL_CHUNKS,ENABLED,NOT VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,
GSMADMIN_INTERNAL,SYS_C006551,O,LOCAL_CHUNK_TYPES,ENABLED,NOT VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,
GSMADMIN_INTERNAL,SYS_C006550,O,LOCAL_TABLE_FAMILY_SERVICES,ENABLED,NOT VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,
GSMADMIN_INTERNAL,MDATAPK,P,MOVE_DATA,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,USER NAME,
GSMADMIN_INTERNAL,PS_FAMILY,R,PARTITION_SET,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,GSMADMIN_INTERNAL,SYS_C006470,NO ACTION,,,USER NAME,
GSMADMIN_INTERNAL,SYS_C006508,C,PARTITION_SET,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""SET_NAME"" IS NOT NULL"
GSMADMIN_INTERNAL,SYS_C006509,C,PARTITION_SET,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""FAMILY_ID"" IS NOT NULL"
GSMADMIN_INTERNAL,SYS_C006510,P,PARTITION_SET,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,
GSMADMIN_INTERNAL,NUM_UNIQUE,U,REGION,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,USER NAME,
GSMADMIN_INTERNAL,SYS_C006376,C,REGION,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""NAME"" IS NOT NULL"
GSMADMIN_INTERNAL,SYS_C006377,C,REGION,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""NUM"" IS NOT NULL"
GSMADMIN_INTERNAL,SYS_C006378,P,REGION,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,
GSMADMIN_INTERNAL,SYS_C006380,R,REGION,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,GSMADMIN_INTERNAL,NUM_UNIQUE,NO ACTION,,,GENERATED NAME,
GSMADMIN_INTERNAL,IN_FAMILY,R,SERVICE,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,GSMADMIN_INTERNAL,SYS_C006470,NO ACTION,,,USER NAME,
GSMADMIN_INTERNAL,SYS_C006477,C,SERVICE,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""NAME"" IS NOT NULL"
GSMADMIN_INTERNAL,SYS_C006478,C,SERVICE,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""NETWORK_NAME"" IS NOT NULL"
GSMADMIN_INTERNAL,SYS_C006479,P,SERVICE,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,
GSMADMIN_INTERNAL,SYS_C006480,R,SERVICE,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,GSMADMIN_INTERNAL,SYS_C006398,NO ACTION,,,GENERATED NAME,
GSMADMIN_INTERNAL,FK_DB_SPA,R,SERVICE_PREFERRED_AVAILABLE,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,GSMADMIN_INTERNAL,NAME_UNIQUE,NO ACTION,,,USER NAME,
GSMADMIN_INTERNAL,FK_SP_SPA,R,SERVICE_PREFERRED_AVAILABLE,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,GSMADMIN_INTERNAL,SYS_C006479,NO ACTION,,,USER NAME,
GSMADMIN_INTERNAL,PK_SPA,P,SERVICE_PREFERRED_AVAILABLE,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,USER NAME,
GSMADMIN_INTERNAL,SPA_IN_POOL,R,SERVICE_PREFERRED_AVAILABLE,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,GSMADMIN_INTERNAL,SYS_C006398,NO ACTION,,,USER NAME,
GSMADMIN_INTERNAL,SYS_C006482,U,SERVICE_PREFERRED_AVAILABLE,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,
GSMADMIN_INTERNAL,SYS_C006549,O,SHARDED_TABLE_FAMILIES,ENABLED,NOT VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,
GSMADMIN_INTERNAL,SG_IN_REGION,R,SHARD_GROUP,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,GSMADMIN_INTERNAL,NUM_UNIQUE,NO ACTION,,,USER NAME,
GSMADMIN_INTERNAL,SG_IN_SHARDSPACE,R,SHARD_GROUP,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,GSMADMIN_INTERNAL,SYS_C006404,NO ACTION,,,USER NAME,
GSMADMIN_INTERNAL,SG_NAME_UNIQUE,U,SHARD_GROUP,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,USER NAME,
GSMADMIN_INTERNAL,SYS_C006410,C,SHARD_GROUP,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""SHARDGROUP_ID"" IS NOT NULL"
GSMADMIN_INTERNAL,SYS_C006411,C,SHARD_GROUP,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""NAME"" IS NOT NULL"
GSMADMIN_INTERNAL,SYS_C006412,C,SHARD_GROUP,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""SHARDSPACE_ID"" IS NOT NULL"
GSMADMIN_INTERNAL,SYS_C006413,P,SHARD_GROUP,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,
GSMADMIN_INTERNAL,SC_IN_FAMILY,R,SHARDKEY_COLUMNS,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,GSMADMIN_INTERNAL,SYS_C006470,NO ACTION,,,USER NAME,
GSMADMIN_INTERNAL,SYS_C006471,C,SHARDKEY_COLUMNS,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""FAMILY_ID"" IS NOT NULL"
GSMADMIN_INTERNAL,SYS_C006472,C,SHARDKEY_COLUMNS,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""KEY_LEVEL"" IS NOT NULL"
GSMADMIN_INTERNAL,SYS_C006473,C,SHARDKEY_COLUMNS,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""COL_NAME"" IS NOT NULL"
GSMADMIN_INTERNAL,SYS_C006474,C,SHARDKEY_COLUMNS,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""COL_SEQ"" IS NOT NULL"
GSMADMIN_INTERNAL,SYS_C006475,P,SHARDKEY_COLUMNS,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,
GSMADMIN_INTERNAL,SS_IN_POOL,R,SHARD_SPACE,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,GSMADMIN_INTERNAL,SYS_C006398,NO ACTION,,,USER NAME,
GSMADMIN_INTERNAL,SS_NAME_UNIQUE,U,SHARD_SPACE,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,USER NAME,
GSMADMIN_INTERNAL,SYS_C006402,C,SHARD_SPACE,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""SHARDSPACE_ID"" IS NOT NULL"
GSMADMIN_INTERNAL,SYS_C006403,C,SHARD_SPACE,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""NAME"" IS NOT NULL"
GSMADMIN_INTERNAL,SYS_C006404,P,SHARD_SPACE,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,
GSMADMIN_INTERNAL,STS_TS,R,SHARD_TS,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,GSMADMIN_INTERNAL,SYS_C006514,NO ACTION,,,USER NAME,
GSMADMIN_INTERNAL,SYS_C006517,C,SHARD_TS,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""TABLESPACE_NAME"" IS NOT NULL"
GSMADMIN_INTERNAL,SYS_C006518,P,SHARD_TS,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,
GSMADMIN_INTERNAL,SYS_C006468,C,TABLE_FAMILY,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""ROOT_NAME"" IS NOT NULL"
GSMADMIN_INTERNAL,SYS_C006469,C,TABLE_FAMILY,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""FAMILY_ID"" IS NOT NULL"
GSMADMIN_INTERNAL,SYS_C006470,P,TABLE_FAMILY,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,
GSMADMIN_INTERNAL,SYS_C006512,C,TABLESPACE_SET,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""SET_NAME"" IS NOT NULL"
GSMADMIN_INTERNAL,SYS_C006513,C,TABLESPACE_SET,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""SHARDSPACE_ID"" IS NOT NULL"
GSMADMIN_INTERNAL,SYS_C006514,P,TABLESPACE_SET,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,
GSMADMIN_INTERNAL,TS_FAMILY,R,TABLESPACE_SET,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,GSMADMIN_INTERNAL,SYS_C006470,NO ACTION,,,USER NAME,
GSMADMIN_INTERNAL,TS_PARTSET,R,TABLESPACE_SET,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,GSMADMIN_INTERNAL,SYS_C006510,NO ACTION,,,USER NAME,
GSMADMIN_INTERNAL,SYS_C006526,C,TS_SET_TABLE,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""TS_USAGE_FLAG"" IS NOT NULL"
GSMADMIN_INTERNAL,TS_SET_GT,R,TS_SET_TABLE,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,GSMADMIN_INTERNAL,SYS_C006524,NO ACTION,,,USER NAME,
GSMADMIN_INTERNAL,TS_SET_TS,R,TS_SET_TABLE,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,GSMADMIN_INTERNAL,SYS_C006514,NO ACTION,,,USER NAME,
GSMADMIN_INTERNAL,SYS_C006530,C,VERIFY_HISTORY,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""RUN_NUMBER"" IS NOT NULL"
GSMADMIN_INTERNAL,SYS_C006531,C,VERIFY_HISTORY,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""MESSAGE_NUMBER"" IS NOT NULL"
GSMADMIN_INTERNAL,SYS_C006532,C,VERIFY_HISTORY,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""MESSAGE_DATE"" IS NOT NULL"
GSMADMIN_INTERNAL,PK_VNCR,P,VNCR,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,USER NAME,
GSMADMIN_INTERNAL,SYS_C006393,C,VNCR,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""NAME"" IS NOT NULL"
GSMADMIN_INTERNAL,SYS_C006394,C,VNCR,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""HOSTID"" IS NOT NULL"
GSMADMIN_INTERNAL,VNCR_NAME,U,VNCR,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,USER NAME,
LBACSYS,SYS_C008006,C,OLS$AUDIT,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""POL#"" IS NOT NULL"
LBACSYS,SYS_C008007,C,OLS$AUDIT,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""USR_NAME"" IS NOT NULL"
LBACSYS,SYS_C008008,P,OLS$AUDIT,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,
LBACSYS,SYS_C008009,R,OLS$AUDIT,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,LBACSYS,SYS_C007900,CASCADE,,,GENERATED NAME,
LBACSYS,SYS_C008010,C,OLS$AUDIT_ACTIONS,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""ACTION#"" IS NOT NULL"
LBACSYS,SYS_C008011,C,OLS$AUDIT_ACTIONS,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""NAME"" IS NOT NULL"
LBACSYS,OLS_COMP_LONG_UNIQUE,U,OLS$COMPARTMENTS,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,USER NAME,
LBACSYS,OLS_COMP_PK,P,OLS$COMPARTMENTS,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,USER NAME,
LBACSYS,OLS_COMP_POL_FK,R,OLS$COMPARTMENTS,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,LBACSYS,SYS_C007900,CASCADE,,,USER NAME,
LBACSYS,OLS_COMP_RANGE,C,OLS$COMPARTMENTS,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,USER NAME,comp# BETWEEN 0 AND 9999
LBACSYS,OLS_COMP_SHORT_UNIQUE,U,OLS$COMPARTMENTS,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,USER NAME,
LBACSYS,SYS_C007947,C,OLS$COMPARTMENTS,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""POL#"" IS NOT NULL"
LBACSYS,SYS_C007948,C,OLS$COMPARTMENTS,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""COMP#"" IS NOT NULL"
LBACSYS,SYS_C007949,C,OLS$COMPARTMENTS,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""CODE"" IS NOT NULL"
LBACSYS,SYS_C007950,C,OLS$COMPARTMENTS,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""NAME"" IS NOT NULL"
LBACSYS,SYS_C008002,C,OLS$DIP_DEBUG,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""EVENT_ID"" IS NOT NULL"
LBACSYS,SYS_C008003,C,OLS$DIP_DEBUG,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""OBJECTDN"" IS NOT NULL"
LBACSYS,SYS_C008004,C,OLS$DIP_EVENTS,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""EVENT_ID"" IS NOT NULL"
LBACSYS,SYS_C008005,C,OLS$DIP_EVENTS,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""PURPOSE"" IS NOT NULL"
LBACSYS,OLS_GROUP_LONG_UNIQUE,U,OLS$GROUPS,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,USER NAME,
LBACSYS,OLS_GROUP_PARENT,R,OLS$GROUPS,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,LBACSYS,OLS_GROUP_PK,NO ACTION,,,USER NAME,
LBACSYS,OLS_GROUP_PK,P,OLS$GROUPS,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,USER NAME,
LBACSYS,OLS_GROUP_POL_FK,R,OLS$GROUPS,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,LBACSYS,SYS_C007900,CASCADE,,,USER NAME,
LBACSYS,OLS_GROUP_RANGE,C,OLS$GROUPS,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,USER NAME,group# BETWEEN 0 AND 9999
LBACSYS,OLS_GROUP_SHORT_UNIQUE,U,OLS$GROUPS,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,USER NAME,
LBACSYS,SYS_C007956,C,OLS$GROUPS,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""POL#"" IS NOT NULL"
LBACSYS,SYS_C007957,C,OLS$GROUPS,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""GROUP#"" IS NOT NULL"
LBACSYS,SYS_C007958,C,OLS$GROUPS,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""CODE"" IS NOT NULL"
LBACSYS,SYS_C007959,C,OLS$GROUPS,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""NAME"" IS NOT NULL"
LBACSYS,OLS_LABEL_PK,P,OLS$LAB,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,USER NAME,
LBACSYS,OLS_LABEL_POLICY_FK,R,OLS$LAB,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,LBACSYS,SYS_C007900,CASCADE,,,USER NAME,
LBACSYS,SYS_C007926,C,OLS$LAB,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""POL#"" IS NOT NULL"
LBACSYS,SYS_C007927,C,OLS$LAB,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""NLABEL"" IS NOT NULL"
LBACSYS,SYS_C007928,C,OLS$LAB,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""SLABEL"" IS NOT NULL"
LBACSYS,SYS_C007929,C,OLS$LAB,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""ILABEL"" IS NOT NULL"
LBACSYS,SYS_C007930,C,OLS$LAB,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""FLAGS"" IS NOT NULL"
LBACSYS,OLS_LEVEL_LONG_UNIQUE,U,OLS$LEVELS,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,USER NAME,
LBACSYS,OLS_LEVEL_PK,P,OLS$LEVELS,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,USER NAME,
LBACSYS,OLS_LEVEL_POL_FK,R,OLS$LEVELS,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,LBACSYS,SYS_C007900,CASCADE,,,USER NAME,
LBACSYS,OLS_LEVEL_RANGE,C,OLS$LEVELS,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,USER NAME,level# BETWEEN 0 AND 9999
LBACSYS,OLS_LEVEL_SHORT_UNIQUE,U,OLS$LEVELS,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,USER NAME,
LBACSYS,SYS_C007938,C,OLS$LEVELS,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""POL#"" IS NOT NULL"
LBACSYS,SYS_C007939,C,OLS$LEVELS,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""LEVEL#"" IS NOT NULL"
LBACSYS,SYS_C007940,C,OLS$LEVELS,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""CODE"" IS NOT NULL"
LBACSYS,SYS_C007941,C,OLS$LEVELS,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""NAME"" IS NOT NULL"
LBACSYS,SYS_C007895,C,OLS$POL,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""POL_NAME"" IS NOT NULL"
LBACSYS,SYS_C007896,C,OLS$POL,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""COLUMN_NAME"" IS NOT NULL"
LBACSYS,SYS_C007897,C,OLS$POL,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""PACKAGE"" IS NOT NULL"
LBACSYS,SYS_C007898,C,OLS$POL,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""POL_ROLE"" IS NOT NULL"
LBACSYS,SYS_C007899,C,OLS$POL,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""FLAGS"" IS NOT NULL"
LBACSYS,SYS_C007900,P,OLS$POL,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,
LBACSYS,SYS_C007901,U,OLS$POL,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,
LBACSYS,SYS_C007902,U,OLS$POL,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,
LBACSYS,OLS_ADMIN_POLICY_FK,R,OLS$POLICY_ADMIN,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,LBACSYS,SYS_C007901,CASCADE,,,USER NAME,
LBACSYS,SYS_C007933,C,OLS$POLICY_ADMIN,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""ADMIN_DN"" IS NOT NULL"
LBACSYS,SYS_C007934,C,OLS$POLICY_ADMIN,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""POLICY_NAME"" IS NOT NULL"
LBACSYS,SYS_C007903,C,OLS$POLS,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""POL#"" IS NOT NULL"
LBACSYS,SYS_C007904,C,OLS$POLS,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""OWNER"" IS NOT NULL"
LBACSYS,SYS_C007905,P,OLS$POLS,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,
LBACSYS,SYS_C007906,R,OLS$POLS,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,LBACSYS,SYS_C007900,CASCADE,,,GENERATED NAME,
LBACSYS,SYS_C007907,C,OLS$POLT,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""POL#"" IS NOT NULL"
LBACSYS,SYS_C007908,C,OLS$POLT,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""TBL_NAME"" IS NOT NULL"
LBACSYS,SYS_C007909,C,OLS$POLT,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""OWNER"" IS NOT NULL"
LBACSYS,SYS_C007910,P,OLS$POLT,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,
LBACSYS,SYS_C007911,R,OLS$POLT,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,LBACSYS,SYS_C007900,CASCADE,,,GENERATED NAME,
LBACSYS,SYS_C007912,C,OLS$PROFILE,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""POL#"" IS NOT NULL"
LBACSYS,SYS_C007913,P,OLS$PROFILE,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,
LBACSYS,SYS_C007914,R,OLS$PROFILE,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,LBACSYS,SYS_C007900,CASCADE,,,GENERATED NAME,
LBACSYS,OLS_PROFILE_PK,P,OLS$PROFILES,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,USER NAME,
LBACSYS,OLS_PROFILE_POLICY_FK,R,OLS$PROFILES,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,LBACSYS,SYS_C007901,CASCADE,,,USER NAME,
LBACSYS,SYS_C007998,C,OLS$PROFILES,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""POLICY_NAME"" IS NOT NULL"
LBACSYS,SYS_C007999,C,OLS$PROFILES,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""PROFILE_NAME"" IS NOT NULL"
LBACSYS,SYS_C007921,C,OLS$PROG,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""POL#"" IS NOT NULL"
LBACSYS,SYS_C007922,C,OLS$PROG,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""PGM_NAME"" IS NOT NULL"
LBACSYS,SYS_C007923,C,OLS$PROG,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""OWNER"" IS NOT NULL"
LBACSYS,SYS_C007924,P,OLS$PROG,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,
LBACSYS,SYS_C007925,R,OLS$PROG,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,LBACSYS,SYS_C007900,CASCADE,,,GENERATED NAME,
LBACSYS,OLS_PK_LP,P,OLS$PROPS,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,USER NAME,
LBACSYS,SYS_C007937,C,OLS$SESSINFO,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""KEY"" IS NOT NULL"
LBACSYS,SYS_C007915,C,OLS$USER,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""POL#"" IS NOT NULL"
LBACSYS,SYS_C007916,C,OLS$USER,ENABLED,VALIDATED,NOT DEFERRABLE,IMMEDIATE,,,,,,GENERATED NAME,"""USR_NAME"" IS NOT NULL"
