OWNER,TRIGGER_NAME,TRIGGER_TYPE,TRIGGERING_EVENT,STATUS,TABLE_OWNER,TABLE_NAME
SYSTEM,TRGSALE,BEFORE EVENT,LOGOFF,ENABLED,SYS,
