OWNER,OBJECT_TYPE,OBJECT_NAME,STATUS,CREATED,LAST_DDL_TIME
SYSTEM,VIEW,VW_IMP_DETALLE_NOTAPEDIDO,INVALID,2026-03-31 19:19:32,2026-03-31 20:08:45
SYSTEM,VIEW,VW_IMP_DETALLE_REGSANITARIO,INVALID,2026-03-31 19:19:32,2026-03-31 20:08:45
SYSTEM,VIEW,VW_IMP_IMPORACION,INVALID,2026-03-31 19:19:32,2026-03-31 20:08:45
SYSTEM,VIEW,VW_IMP_PRELIQUIDACION_GASTOS,INVALID,2026-03-31 19:19:32,2026-03-31 20:08:45
SYSTEM,VIEW,VW_INV_ARTICULO,INVALID,2026-03-31 19:19:32,2026-03-31 20:08:45
SYSTEM,VIEW,VW_INV_ARTICULOS,INVALID,2026-03-31 19:19:32,2026-03-31 20:08:46
SYSTEM,VIEW,VW_INV_CABECERA_CAMBIOPRES,INVALID,2026-03-31 19:19:32,2026-03-31 20:08:46
SYSTEM,VIEW,VW_INV_CABECERA_COSTOADIC,INVALID,2026-03-31 19:19:32,2026-03-31 20:08:46
SYSTEM,VIEW,VW_INV_CABECERA_ENTRADA,INVALID,2026-03-31 19:19:32,2026-03-31 20:08:46
SYSTEM,VIEW,VW_INV_CABECERA_IMPORTAC,INVALID,2026-03-31 19:19:32,2026-03-31 20:08:46
SYSTEM,VIEW,VW_INV_CABECERA_ORDENPROD,INVALID,2026-03-31 19:19:32,2026-03-31 20:08:46
SYSTEM,VIEW,VW_INV_CABECERA_RECETA,INVALID,2026-03-31 19:19:32,2026-03-31 20:08:46
SYSTEM,VIEW,VW_INV_CABECERA_REQBODEGA,INVALID,2026-03-31 19:19:32,2026-03-31 20:08:46
SYSTEM,VIEW,VW_INV_CABECERA_TRANSBODEGA,INVALID,2026-03-31 19:19:32,2026-03-31 20:08:46
SYSTEM,VIEW,VW_INV_DETALLE_CAMBIOPRES,INVALID,2026-03-31 19:19:32,2026-03-31 20:08:46
SYSTEM,VIEW,VW_INV_DETALLE_ENTRADASALIDA,INVALID,2026-03-31 19:19:32,2026-03-31 20:08:46
SYSTEM,VIEW,VW_INV_DETALLE_IMPORTACION,INVALID,2026-03-31 19:19:32,2026-03-31 20:08:46
SYSTEM,VIEW,VW_INV_DETALLE_MOVIMIENTO,INVALID,2026-03-31 19:19:32,2026-03-31 20:08:46
SYSTEM,VIEW,VW_INV_DETALLE_RECETA,INVALID,2026-03-31 19:19:32,2026-03-31 20:08:46
SYSTEM,VIEW,VW_INV_DETALLE_REQBODEGA,INVALID,2026-03-31 19:19:32,2026-03-31 20:08:46
SYSTEM,VIEW,VW_LOTE,INVALID,2026-03-31 19:19:32,2026-03-31 20:08:46
SYSTEM,VIEW,VW_NOTASDEBITO,INVALID,2026-03-31 19:19:31,2026-03-31 20:08:46
SYSTEM,VIEW,VW_OFICINA,INVALID,2026-03-31 19:19:31,2026-03-31 20:08:46
SYSTEM,VIEW,VW_OFICINA_REPORTES_DEP,INVALID,2026-03-31 19:19:32,2026-03-31 20:08:46
SYSTEM,VIEW,VW_RECIBO_COBRO_D,INVALID,2026-03-31 19:19:33,2026-03-31 20:08:46
SYSTEM,VIEW,VW_RECIBO_COBRO_R,INVALID,2026-03-31 19:19:32,2026-03-31 20:08:46
SYSTEM,VIEW,VW_RETENCION,INVALID,2026-03-31 19:19:31,2026-03-31 20:08:46
SYSTEM,VIEW,VW_RHH_ANTICIPOEMPLEADOS,INVALID,2026-03-31 19:19:33,2026-03-31 20:08:46
SYSTEM,VIEW,VW_RHH_CABECERA_CREDITOS,INVALID,2026-03-31 19:19:32,2026-03-31 20:08:46
SYSTEM,VIEW,VW_RHH_CABECERA_EMPLEADO,INVALID,2026-03-31 19:19:32,2026-03-31 20:08:46
SYSTEM,VIEW,VW_RHH_CABECERA_HORASEXTRAS,INVALID,2026-03-31 19:19:33,2026-03-31 20:08:46
SYSTEM,VIEW,VW_RHH_CABECERA_LIQUIDACION,INVALID,2026-03-31 19:19:33,2026-03-31 20:08:46
SYSTEM,VIEW,VW_RHH_CABECERA_PROVISION,INVALID,2026-03-31 19:19:32,2026-03-31 20:08:47
SYSTEM,VIEW,VW_RHH_CABECERA_SALIDAPERS,INVALID,2026-03-31 19:19:33,2026-03-31 20:08:47
SYSTEM,VIEW,VW_RHH_DETALLE_HORASEXTRAS,INVALID,2026-03-31 19:19:33,2026-03-31 20:08:46
SYSTEM,VIEW,VW_RHH_DETALLE_LIQUIDACION,INVALID,2026-03-31 19:19:33,2026-03-31 20:08:47
SYSTEM,VIEW,VW_RHH_DETALLE_VACACIONES,INVALID,2026-03-31 19:19:32,2026-03-31 20:08:47
SYSTEM,VIEW,VW_RHH_DETALLE_VCTO,INVALID,2026-03-31 19:19:32,2026-03-31 20:08:47
SYSTEM,VIEW,VW_RHH_GASTOSPERSONAL,INVALID,2026-03-31 19:19:32,2026-03-31 20:08:47
SYSTEM,VIEW,VW_RHH_INGRESOEGRESO,INVALID,2026-03-31 19:19:33,2026-03-31 20:08:47
SYSTEM,VIEW,VW_RHH_LIQUIDACIONEMPLEADOS,INVALID,2026-03-31 19:19:33,2026-03-31 20:08:47
SYSTEM,VIEW,VW_RHH_ROLDEPAGOS,INVALID,2026-03-31 19:19:33,2026-03-31 20:08:47
SYSTEM,VIEW,VW_UNIDADES_NEGOCIO,INVALID,2026-03-31 19:19:32,2026-03-31 20:08:47
SYSTEM,VIEW,VW_VEN_CABECERA_ANTICIPO,INVALID,2026-03-31 19:19:33,2026-03-31 20:08:47
SYSTEM,VIEW,VW_VEN_CABECERA_CHEQUES,INVALID,2026-03-31 19:19:32,2026-03-31 20:08:47
SYSTEM,VIEW,VW_VEN_CABECERA_CLIENTE,INVALID,2026-03-31 19:19:32,2026-03-31 20:08:47
SYSTEM,VIEW,VW_VEN_CABECERA_NOTASCREDITO,INVALID,2026-03-31 19:19:32,2026-03-31 20:08:47
SYSTEM,VIEW,VW_VEN_CABECERA_OTROSDEBITOS,INVALID,2026-03-31 19:19:32,2026-03-31 20:08:47
SYSTEM,VIEW,VW_VEN_CABECERA_PLANCOBRO,INVALID,2026-03-31 19:19:32,2026-03-31 20:08:47
SYSTEM,VIEW,VW_VEN_CABECERA_PROFORMA,INVALID,2026-03-31 19:19:32,2026-03-31 20:08:47
SYSTEM,VIEW,VW_VEN_CABECERA_SOLICITUDCRED,INVALID,2026-03-31 19:19:32,2026-03-31 20:08:47
SYSTEM,VIEW,VW_VENDEDOR_COBROS,INVALID,2026-03-31 19:19:32,2026-03-31 20:08:47
SYSTEM,VIEW,VW_VENDEDORES_REPORTES,INVALID,2026-03-31 19:19:32,2026-03-31 20:08:47
SYSTEM,VIEW,VW_VEN_DETALLE_ANTICIPO,INVALID,2026-03-31 19:19:32,2026-03-31 20:08:47
SYSTEM,VIEW,VW_VEN_DETALLE_OTROSDEBITOS,INVALID,2026-03-31 19:19:33,2026-03-31 20:08:47
SYSTEM,VIEW,VW_VEN_DETALLE_PLANCOBRO,INVALID,2026-03-31 19:19:32,2026-03-31 20:08:47
SYSTEM,VIEW,VW_VEN_DETALLE_PROFORMA,INVALID,2026-03-31 19:19:32,2026-03-31 20:08:47
SYSTEM,VIEW,VW_VEN_DETALLE_SOLICITUDCRED,INVALID,2026-03-31 19:19:33,2026-03-31 20:08:48
SYSTEM,VIEW,VW_VEN_LISTAPRECIO,INVALID,2026-03-31 19:19:32,2026-03-31 20:08:48
SYSTEM,VIEW,VW_VEN_NOTASCREDITO,INVALID,2026-03-31 19:19:32,2026-03-31 20:08:48
SYSTEM,VIEW,VW_VEN_PRESUPUESTOVENTA,INVALID,2026-03-31 19:19:32,2026-03-31 20:08:48
SYSTEM,VIEW,VW_VEN_RUTEROVISITA,INVALID,2026-03-31 19:19:32,2026-03-31 20:08:48
SYSTEM,VIEW,VW_VENTAS,INVALID,2026-03-31 19:19:31,2026-03-31 20:08:47
SYSTEM,VIEW,VW_VENTAS_AFJ,INVALID,2026-03-31 19:19:31,2026-03-31 20:08:47
SYSTEM,VIEW,VW_VEN_VENDEDORCOBRADOR,INVALID,2026-03-31 19:19:32,2026-03-31 20:08:48
SYSTEM,VIEW,VW_VEN_VENTASPERDIDAS,INVALID,2026-03-31 19:19:32,2026-03-31 20:08:48
SYSTEM,VIEW,VW_VEN_VENTAS_R,INVALID,2026-03-31 19:19:32,2026-03-31 20:08:48
SYSTEM,VIEW,VW_VEN_ZONAS,INVALID,2026-03-31 19:19:32,2026-03-31 20:08:48
