OWNER,TABLE_NAME
SYSTEM,ADM_DETAUTOR
SYSTEM,AFJ_AFDETMOV
SYSTEM,AFJ_DETALLE
SYSTEM,ALM_DETABASC
SYSTEM,ALM_DETADESP
