OWNER,NAME,TYPE,LINE,POSITION,TEXT
SYSTEM,P_DEPRECIA,PROCEDURE,141,13,PL/SQL: ORA-00984: columna no permitida aqu�
SYSTEM,P_DEPRECIA,PROCEDURE,103,7,PL/SQL: SQL Statement ignored
SYSTEM,P_DEPRECIA,PROCEDURE,154,43,PLS-00364: el uso de la variable 'RO' de �ndice de bucle no es v�lido
SYSTEM,P_DEPRECIACION,PROCEDURE,10,12,PL/SQL: ORA-00942: la tabla o vista no existe
SYSTEM,P_DEPRECIACION,PROCEDURE,2,38,PL/SQL: SQL Statement ignored
SYSTEM,P_DEPRECIACION,PROCEDURE,46,50,PL/SQL: ORA-00942: la tabla o vista no existe
SYSTEM,P_DEPRECIACION,PROCEDURE,41,5,PL/SQL: SQL Statement ignored
SYSTEM,P_DEPRECIACION,PROCEDURE,61,35,PLS-00364: el uso de la variable 'RA' de �ndice de bucle no es v�lido
SYSTEM,P_DEPRECIACION,PROCEDURE,61,35,"PL/SQL: ORA-00904: ""RA"".""CODIGO"": identificador no v�lido"
SYSTEM,P_DEPRECIACION,PROCEDURE,56,11,PL/SQL: SQL Statement ignored
SYSTEM,P_DEPRECIACION,PROCEDURE,64,16,PLS-00364: el uso de la variable 'RA' de �ndice de bucle no es v�lido
SYSTEM,P_DEPRECIACION,PROCEDURE,64,13,PL/SQL: Statement ignored
SYSTEM,P_DEPRECIACION,PROCEDURE,97,35,PL/SQL: ORA-00942: la tabla o vista no existe
SYSTEM,P_DEPRECIACION,PROCEDURE,97,19,PL/SQL: SQL Statement ignored
SYSTEM,P_DEPRECIACION,PROCEDURE,102,36,PLS-00364: el uso de la variable 'RO' de �ndice de bucle no es v�lido
SYSTEM,P_DEPRECIACION,PROCEDURE,102,36,"PL/SQL: ORA-00904: ""RO"".""OFICINA"": identificador no v�lido"
SYSTEM,P_DEPRECIACION,PROCEDURE,98,11,PL/SQL: SQL Statement ignored
SYSTEM,P_DEPRECIACION,PROCEDURE,104,29,PLS-00905: el objeto SYSTEM.PKGENERAL no es v�lido
SYSTEM,P_DEPRECIACION,PROCEDURE,104,13,PL/SQL: Statement ignored
SYSTEM,P_DEPRECIACION,PROCEDURE,105,29,PLS-00905: el objeto SYSTEM.PKGENERAL no es v�lido
SYSTEM,P_DEPRECIACION,PROCEDURE,105,13,PL/SQL: Statement ignored
SYSTEM,P_DEPRECIACION,PROCEDURE,148,16,PLS-00364: el uso de la variable 'RO' de �ndice de bucle no es v�lido
SYSTEM,P_DEPRECIACION,PROCEDURE,148,19,PL/SQL: ORA-00984: columna no permitida aqu�
SYSTEM,P_DEPRECIACION_NIIFS,PROCEDURE,10,12,PL/SQL: ORA-00942: la tabla o vista no existe
SYSTEM,P_DEPRECIACION_NIIFS,PROCEDURE,2,38,PL/SQL: SQL Statement ignored
SYSTEM,P_DEPRECIACION_NIIFS,PROCEDURE,33,19,PL/SQL: ORA-00942: la tabla o vista no existe
SYSTEM,P_DEPRECIACION_NIIFS,PROCEDURE,24,46,PL/SQL: SQL Statement ignored
SYSTEM,P_DEPRECIACION_NIIFS,PROCEDURE,74,50,PL/SQL: ORA-00942: la tabla o vista no existe
SYSTEM,P_DEPRECIACION_NIIFS,PROCEDURE,69,5,PL/SQL: SQL Statement ignored
SYSTEM,P_DEPRECIACION_NIIFS,PROCEDURE,84,17,PLS-00364: el uso de la variable 'RA' de �ndice de bucle no es v�lido
SYSTEM,P_DEPRECIACION_NIIFS,PROCEDURE,84,14,PL/SQL: Statement ignored
SYSTEM,P_DEPRECIACION_NIIFS,PROCEDURE,171,50,PL/SQL: ORA-00942: la tabla o vista no existe
SYSTEM,P_DEPRECIACION_NIIFS,PROCEDURE,166,5,PL/SQL: SQL Statement ignored
SYSTEM,P_DEPRECIACION_NIIFS,PROCEDURE,181,16,PLS-00364: el uso de la variable 'RA' de �ndice de bucle no es v�lido
SYSTEM,P_DEPRECIACION_NIIFS,PROCEDURE,181,13,PL/SQL: Statement ignored
SYSTEM,P_DEPRECIACION_NIIFS,PROCEDURE,262,35,PL/SQL: ORA-00942: la tabla o vista no existe
SYSTEM,P_DEPRECIACION_NIIFS,PROCEDURE,262,19,PL/SQL: SQL Statement ignored
SYSTEM,P_DEPRECIACION_NIIFS,PROCEDURE,267,36,"PL/SQL: ORA-00904: ""RO"".""OFICINA"": identificador no v�lido"
SYSTEM,P_DEPRECIACION_NIIFS,PROCEDURE,263,11,PL/SQL: SQL Statement ignored
SYSTEM,P_DEPRECIACION_NIIFS,PROCEDURE,270,29,PLS-00905: el objeto SYSTEM.PKGENERAL no es v�lido
SYSTEM,P_DEPRECIACION_NIIFS,PROCEDURE,270,13,PL/SQL: Statement ignored
SYSTEM,P_DEPRECIACION_NIIFS,PROCEDURE,271,29,PLS-00905: el objeto SYSTEM.PKGENERAL no es v�lido
SYSTEM,P_DEPRECIACION_NIIFS,PROCEDURE,271,13,PL/SQL: Statement ignored
SYSTEM,P_ELIMINAR_BODEDATO,PROCEDURE,352,8,PL/SQL: ORA-00942: la tabla o vista no existe
SYSTEM,P_ELIMINAR_BODEDATO,PROCEDURE,3,3,PL/SQL: SQL Statement ignored
SYSTEM,P_ELIMINAR_BODEDATO,PROCEDURE,1091,19,PLS-00364: el uso de la variable 'R' de �ndice de bucle no es v�lido
SYSTEM,P_ELIMINAR_BODEDATO,PROCEDURE,1091,21,PL/SQL: ORA-00984: columna no permitida aqu�
SYSTEM,P_ELIMINAR_BODEDATO,PROCEDURE,981,10,PL/SQL: SQL Statement ignored
SYSTEM,P_ELIMINAR_BODEDATO_BK,PROCEDURE,219,8,PL/SQL: ORA-00942: la tabla o vista no existe
SYSTEM,P_ELIMINAR_BODEDATO_BK,PROCEDURE,3,3,PL/SQL: SQL Statement ignored
SYSTEM,P_ELIMINAR_BODEDATO_BK,PROCEDURE,813,19,PLS-00364: el uso de la variable 'R' de �ndice de bucle no es v�lido
SYSTEM,P_ELIMINAR_BODEDATO_BK,PROCEDURE,813,21,PL/SQL: ORA-00984: columna no permitida aqu�
SYSTEM,P_ELIMINAR_BODEDATO_BK,PROCEDURE,703,10,PL/SQL: SQL Statement ignored
SYSTEM,P_ENVIAR_ZIP,PROCEDURE,25,15,PLS-00201: el identificador 'GEN_PROVEEDOR.CEDURUC' se debe declarar
SYSTEM,P_ENVIAR_ZIP,PROCEDURE,0,0,PL/SQL: Compilation unit analysis terminated
