OWNER,TABLE_NAME,CONSTRAINT_NAME,POSITION,COLUMN_NAME
SYSTEM,RHH_PRESUPUESTO,PRS_PK,3,OFCN_OFICINA
SYSTEM,RHH_PRODUCTOS,PRAC_PK2,1,CODIGO
SYSTEM,RHH_PROVICION,PRVN_PK,1,FECHA
SYSTEM,RHH_PROVICION,PRVN_PK,2,TPPR_CODIPROV
SYSTEM,RHH_PROVICION,PRVN_PK,3,RHHS_CEDURUC
SYSTEM,RHH_REGASIST,RHRA_PK,1,RHRA_ID
SYSTEM,RHH_REGENTRSALI,HRES_PK,1,HRES_ID
SYSTEM,RHH_REGIACTI,RGAC_PK,1,RGAC_ID
SYSTEM,RHH_REGISTRO,RHRG_PK,1,RHRG_ID
SYSTEM,RHH_REMUNERA,RMRN_PK,1,FECHA
SYSTEM,RHH_REMUNERA,RMRN_PK,2,DFRL_TIPO
SYSTEM,RHH_RESPINEG,RSIE_PK,1,RSIE_ID
SYSTEM,RHH_ROLPAG,RLPG_PK,1,FGENERA
SYSTEM,RHH_ROLPAG,RLPG_PK,2,OFCN_OFICINA
SYSTEM,RHH_SALABASIC,SLBA_PK,1,VALOR
SYSTEM,RHH_SALABASIC,SLBA_PK,2,FECHA
SYSTEM,RHH_SALARIOS,RHH_PK,1,RHH_ID
SYSTEM,RHH_SALIDPERS,SAPE_PK,1,SAPE_ID
SYSTEM,RHH_SOLIEMPL,SLEM_PK,1,SLEM_ID
SYSTEM,RHH_TIEMLABO,RHTL_PK,1,RHTL_ID
SYSTEM,RHH_TIPOCNTR,TPCTR_PK,1,CODIGO
SYSTEM,RHH_TIPODISCA,TPDP_PK,1,TIPO
SYSTEM,RHH_TIPOGAST,TPGS_PK,1,CODIGAST
SYSTEM,RHH_TIPOHORA,HEXT_PK,1,TIPOHORA
SYSTEM,RHH_TIPOPROC,TDPR_PK,1,CODIGO
SYSTEM,RHH_TIPOPROV,TPPR_PK,1,CODIPROV
SYSTEM,RHH_TIPOSALIDA,TPSA_PK,1,TIPOSALI
SYSTEM,RHH_VENCIMIEN,VNCT_PK,1,VNCT_ID
SYSTEM,RMT_MOVICABE,ARMC_PK,1,ARMC_ID
SYSTEM,SEG_ACCEFORM,ACFR_PK,1,APLC_NOMBRE
SYSTEM,SEG_ACCEFORM,ACFR_PK,2,APLC_TIPOAPLI
SYSTEM,SEG_ACCEFORM,ACFR_PK,3,ROL_CARGO
SYSTEM,SEG_APLICACION,APLC_PK,1,NOMBRE
SYSTEM,SEG_APLICACION,APLC_PK,2,TPAP_TIPOAPLI
SYSTEM,SEG_CAMPTABL,CMTB_PK,1,PRMS_CARGO
SYSTEM,SEG_CAMPTABL,CMTB_PK,2,PRMS_NOMBRE
SYSTEM,SEG_CAMPTABL,CMTB_PK,3,COLUMNA
SYSTEM,SEG_CLASAUTO,CLAU_PK,1,CODIGO
SYSTEM,SEG_CLASAUTO,CLAU_PK,2,ROL_CARGO
SYSTEM,SEG_CONTACCE,SSDH_PK,1,DSSM_NUMDIA
SYSTEM,SEG_CONTACCE,SSDH_PK,2,USUA_IDUSUAR
SYSTEM,SEG_EJECUCION,EJCU_PK,1,EJCU_ID
SYSTEM,SEG_FAVORITO,MFAV_PK,1,MFAV_ID
SYSTEM,SEG_GRUPOS,SGRU_PK,1,SPRO_PRODUCTO
SYSTEM,SEG_GRUPOS,SGRU_PK,2,GRUPO
SYSTEM,SEG_IMPRESORAS,IMPR_PK,1,IMPR_ID
SYSTEM,SEG_LOGSILVER,LSLV_PK,1,LSLV_ID
SYSTEM,SEG_MENSAJE,MNSJ_PK,1,IDERROR
SYSTEM,SEG_MENU,MENU_PK,1,MENUID
SYSTEM,SEG_MENU,MENU_PK,2,MDLO_MODULOID
SYSTEM,SEG_MENU,MENU_PK,3,MDLO_PRODUCTO
SYSTEM,SEG_MENU,MENU_PK,4,MDLO_GRUPO
SYSTEM,SEG_MENUROL,MNRL_PK,1,MNRL_ID
SYSTEM,SEG_MODULOS,MDLO_PK,1,MODULOID
SYSTEM,SEG_MODULOS,MDLO_PK,2,SGRU_PRODUCTO
SYSTEM,SEG_MODULOS,MDLO_PK,3,SGRU_GRUPO
SYSTEM,SEG_MODULROL,MDRL_PK,1,MDRL_ID
SYSTEM,SEG_NOMBTABSEG,SYS_C0013451,1,TABLA
SYSTEM,SEG_OBJEFORM,OBFR_PK,1,OBFR_ID
SYSTEM,SEG_OCURRENC,OCRC_PK,1,OCRC_ID
SYSTEM,SEG_PERMISO,PRMS_PK,1,ROL_CARGO
SYSTEM,SEG_PERMISO,PRMS_PK,2,TBSS_NOMBRE
SYSTEM,SEG_PRODUCTO,SPRO_PK,1,PRODUCTO
SYSTEM,SEG_PRODUSUA,PDUS_PK,1,PRDT_PRODUCTO
SYSTEM,SEG_PRODUSUA,PDUS_PK,2,USUA_IDUSUAR
SYSTEM,SEG_ROLES,ROL_PK,1,CARGO
SYSTEM,SEG_ROLOFIC,RLOF_PK,1,OFCN_COMPANIA
SYSTEM,SEG_ROLOFIC,RLOF_PK,2,OFCN_OFICINA
SYSTEM,SEG_ROLOFIC,RLOF_PK,3,ROL_CARGO
SYSTEM,SEG_SESIONES,SESN_PK,1,SESN_ID
SYSTEM,SEG_TABLSIST,TBSS_PK,1,NOMBRE
SYSTEM,SEG_TIPOAPLIC,TPAP_PK,1,TIPOAPLI
SYSTEM,SEG_TIPOMENS,TPMN_PK,1,TIPO
SYSTEM,SEG_TIPOPROP,TPPD_PK,1,TPPRD
SYSTEM,SEG_TIPOPROP,TPPD_PK,2,NOMOBJ
SYSTEM,SEG_USUARIO,USUA_PK,1,IDUSUAR
SYSTEM,SEG_VALOPROP,VLPR_PK,1,IDPRD
SYSTEM,SEG_VALOPROP,VLPR_PK,2,TIPODATO
SYSTEM,SRI_DETALOGF,ERDO_PK,1,ERDO_ID
SYSTEM,SRI_LOGFACTU,LGFA_PK,1,LGFA_ID
SYSTEM,SRI_TPERSSRI,TPER_PK,1,CODIERRO
SYSTEM,SRV_CLBINVTC,CLBC_PK,1,CLBC_ID
SYSTEM,SRV_CLBINVTD,CLBD_PK,1,CLBD_ID
SYSTEM,SRV_CUOTSERV,DCSR_PK,1,DCSR_ID
SYSTEM,SRV_INDETEOB,INDT_PK,1,ABRTECOB
SYSTEM,SRV_LOGRADIUS,SRVL_PK,1,SRVL_ID
SYSTEM,SRV_SEAUFPCO,SAPC_PK,1,SAPC_ID
SYSTEM,SRV_SECOANCL,SCAC_PK,1,SCAC_ID
SYSTEM,SRV_SECOFAEC,SCFE_PK,1,SCFE_ID
SYSTEM,SRV_SECOPACH,SCPC_PK,1,SCPC_ID
SYSTEM,SRV_SECOPADB,SCPD_PK,1,SCPD_ID
SYSTEM,SRV_SECOPADC,SCPDC_PK,1,SPDT_ID
SYSTEM,SRV_SECOPAEF,SCPE_PK,1,SCPE_ID
SYSTEM,SRV_SECOTACR,SCTC_PK,1,SCTC_ID
SYSTEM,SRV_SEPLACOB,SPCO_PK,1,SPCO_ID
SYSTEM,SRV_SEPRVCAB,SPVC_PK,1,SPVC_ID
SYSTEM,SRV_SEPRVDET,SPVD_PK,1,SPVD_ID
SYSTEM,SRV_STBACOTE,STBC_PK,1,BACOTIPO
SYSTEM,SRV_STCONREC,STCR_PK,1,ID
SYSTEM,SRV_STCOTRRE,STCT_PK,1,ID
SYSTEM,SRV_STTIPSOP,STTI_PK,1,SSTETIPO
SYSTEM,TLL_DETAORDEN,DTOR_PK,1,DTOR_ID
SYSTEM,TLL_DETAREQUI,DTRQ_PK,1,DTRQ_ID
SYSTEM,TLL_DIAGNOSTICO,DGNT_PK,1,ORTB_ORDEN
SYSTEM,TLL_DIAGNOSTICO,DGNT_PK,2,ORTB_COMPANIA
SYSTEM,TLL_DIAGNOSTICO,DGNT_PK,3,ORTB_OFICINA
SYSTEM,TLL_DIAGNOSTICO,DGNT_PK,4,TPDG_CODIGO
SYSTEM,TLL_ORDENTRC,ONRC_PK,1,NUMERO
SYSTEM,TLL_ORDENTRC,ONRC_PK,2,ORTB_COMPANIA
SYSTEM,TLL_ORDENTRC,ONRC_PK,3,ORTB_OFICINA
SYSTEM,TLL_ORDENTRC,ONRC_PK,4,ORTB_ORDEN
SYSTEM,TLL_ORDETRAB,ORTB_PK,1,ORDEN
SYSTEM,TLL_ORDETRAB,ORTB_PK,2,OFCN_COMPANIA
SYSTEM,TLL_ORDETRAB,ORTB_PK,3,OFCN_OFICINA
SYSTEM,TLL_TIEMTRAB,TMTR_PK,1,TMTR_ID
SYSTEM,TLL_TIPOCOMB,TPCB_PK,1,CODIGO
SYSTEM,TLL_TIPODIAG,TPDG_PK,1,CODIGO
SYSTEM,TLL_TPORDTRA,TPTB_PK,1,TP
SYSTEM,TLL_TRABEXTE,TBXT_PK,1,TBXT_ID
SYSTEM,TLL_VEHITALL,VT_PK,1,PLACA
SYSTEM,TLL_VEHITALL,VT_PK,2,CLTE_COMPANIA
SYSTEM,TLL_VEHITALL,VT_PK,3,CLTE_IDCLIENTE
SYSTEM,TMP_DETAREQU,TMDR_PK,1,TMDR_ID
SYSTEM,TMP_LOGISTICA,TMLG_PK,1,TMLG_ID
SYSTEM,TMP_ROCHE,ROCH_PK,1,ROCH_ID
SYSTEM,UTL_CAMATFIN,CAMF_PK,1,CAMF_ID
SYSTEM,VEN_ALCANCE,ALCN_PK,1,VNDR_COMPANIA
SYSTEM,VEN_ALCANCE,ALCN_PK,2,VNDR_OFICINA
SYSTEM,VEN_ALCANCE,ALCN_PK,3,VNDR_CODIGO
SYSTEM,VEN_ALCANCE,ALCN_PK,4,GRAR_CLASE
SYSTEM,VEN_ALCANCE,ALCN_PK,5,GRAR_COMPANIA
SYSTEM,VEN_ALCANCE,ALCN_PK,6,GRAR_CODIGRUP
SYSTEM,VEN_BODEDATO,VBOD_PK,1,VBOD_ID
SYSTEM,VEN_BONOPREM,BNPR_PK,1,VNDR_COMPANIA
SYSTEM,VEN_BONOPREM,BNPR_PK,2,VNDR_OFICINA
SYSTEM,VEN_BONOPREM,BNPR_PK,3,VNDR_CODIGO
SYSTEM,VEN_BONOPREM,BNPR_PK,4,FECHA
SYSTEM,VEN_CAJACLIE,CACL_PK,1,CLTE_COMPANIA
SYSTEM,VEN_CAJACLIE,CACL_PK,2,CLTE_IDCLIENTE
SYSTEM,VEN_CAJACLIE,CACL_PK,3,ARTL_COMPANIA
SYSTEM,VEN_CAJACLIE,CACL_PK,4,ARTL_CLASE
SYSTEM,VEN_CAJACLIE,CACL_PK,5,ARTL_CODIGRUP
SYSTEM,VEN_CAJACLIE,CACL_PK,6,ARTL_ARTICULO
SYSTEM,VEN_CASOVISI,CAVI_PK,1,CODIGO
SYSTEM,VEN_COBERTURA,CBTR_PK,1,CBTR_ID
SYSTEM,VEN_COMISION,CMSN_PK,1,CMSN_ID
SYSTEM,VEN_DATSPLAN,DAPL_PK,1,DAPL
SYSTEM,VEN_DETAFACT,DTFC_PK,1,DTFC_ID
SYSTEM,VEN_DETAFLET,DTFL_PK,1,DTFL_ID
SYSTEM,VEN_DETAPROD,DPR_PK,1,DPR_ID
SYSTEM,VEN_DETAPROF,DPRF_PK,1,DPRF_ID
SYSTEM,VEN_DETARTPR,DTPR_PK,1,ARTL_COMPANIA
SYSTEM,VEN_DETARTPR,DTPR_PK,2,ARTL_CLASE
SYSTEM,VEN_DETARTPR,DTPR_PK,3,ARTL_CODIGRUP
SYSTEM,VEN_DETARTPR,DTPR_PK,4,ARTL_ARTICULO
SYSTEM,VEN_DETARTPR,DTPR_PK,5,LNEA_CODLINEA
SYSTEM,VEN_DETARTPR,DTPR_PK,6,LNEA_COMPANIA
SYSTEM,VEN_EXPORTAC,EXPT_PK,1,VNTA_COMPANIA
SYSTEM,VEN_EXPORTAC,EXPT_PK,2,VNTA_OFICINA
SYSTEM,VEN_EXPORTAC,EXPT_PK,3,VNTA_SERIE
SYSTEM,VEN_EXPORTAC,EXPT_PK,4,VNTA_NUMERO
SYSTEM,VEN_EXPORTAC,EXPT_PK,5,VNTA_TIPOCOMP
SYSTEM,VEN_FLUJSERV,FJSR_PK,1,FJSR_ID
SYSTEM,VEN_GRPARLT,GRAL_PK,1,ARTL_ARTICULO
SYSTEM,VEN_GRPARLT,GRAL_PK,2,ARTL_CLASE
SYSTEM,VEN_GRPARLT,GRAL_PK,3,ARTL_COMPANIA
SYSTEM,VEN_GRPARLT,GRAL_PK,4,ARTL_CODIGRUP
SYSTEM,VEN_GRPARLT,GRAL_PK,5,LSPR_LSPR_ID
SYSTEM,VEN_GRPOVENT,GRVN_PK,1,GRVN_ID
SYSTEM,VEN_GRUPOS,GRPS_PK,1,CLTE_COMPANIA
SYSTEM,VEN_GRUPOS,GRPS_PK,2,CLTE_IDCLIENTE
SYSTEM,VEN_GRUPOS,GRPS_PK,3,VNDR_COMPANIA
SYSTEM,VEN_GRUPOS,GRPS_PK,4,VNDR_OFICINA
SYSTEM,VEN_GRUPOS,GRPS_PK,5,VNDR_CODIGO
SYSTEM,VEN_GRUPOS,GRPS_PK,6,LSPR_LSPR_ID
SYSTEM,VEN_IPSRADIUS,IPSR_PK,1,CODIGOIP
SYSTEM,VEN_IPSV6RADIUS,IPV6_PK,1,CODIGOIP
SYSTEM,VEN_LINEAREA,LAER_PK,1,CODIGO
SYSTEM,VEN_LISTLINE,LTLN_PK,1,LNEA_CODLINEA
SYSTEM,VEN_LISTLINE,LTLN_PK,2,LNEA_COMPANIA
SYSTEM,VEN_LISTLINE,LTLN_PK,3,LSPR_LSPR_ID
SYSTEM,VEN_LISTLINE,LTLN_PK,4,FECHINGR
SYSTEM,VEN_LOGRADIUS,LRDS_PK,1,LRDS_ID
SYSTEM,VEN_MNSAVISI,MNVI_PK,1,MNVI_ID
SYSTEM,VEN_NODORADIUS,RNDO_PK,1,IDNODO
SYSTEM,VEN_NODORED,NRED_PK,1,PRFJ_PREFIJO
SYSTEM,VEN_NODORED,NRED_PK,2,PRFJ_TIPO
SYSTEM,VEN_NODORED,NRED_PK,3,RNDO_IDNODO
SYSTEM,VEN_NODORED,NRED_PK,4,RED
SYSTEM,VEN_NOTACRED,NCCL_PK,1,OFCN_COMPANIA
SYSTEM,VEN_NOTACRED,NCCL_PK,2,OFCN_OFICINA
SYSTEM,VEN_NOTACRED,NCCL_PK,3,SERIE
SYSTEM,VEN_NOTACRED,NCCL_PK,4,NUMERO
SYSTEM,VEN_NOTADEBI,NODE_PK,1,NODE_ID
SYSTEM,VEN_NUMECAJA,NMCJ_PK,1,NMCJ_ID
SYSTEM,VEN_PARAPROM,VPRM_PK,1,VPRM_ID
SYSTEM,VEN_PASARELA,PSPG_PK,1,PSPG_ID
SYSTEM,VEN_PEROCOMI,PRCM_PK,1,PRCM_ID
SYSTEM,VEN_PLANCOBR,PLCB_PK,1,PLCB_ID
SYSTEM,VEN_PLANPAGO,PLPP_PK,1,PLPP_ID
SYSTEM,VEN_PLANVISI,PLVI_PK,1,PLVI
SYSTEM,VEN_PORCOMIC,PCCM_PK,1,PCCM_ID
SYSTEM,VEN_PRECDESC,PRCS_PK,1,LSPR_LSPR_ID
SYSTEM,VEN_PRECDESC,PRCS_PK,2,ARTL_COMPANIA
SYSTEM,VEN_PRECDESC,PRCS_PK,3,ARTL_CLASE
SYSTEM,VEN_PRECDESC,PRCS_PK,4,ARTL_CODIGRUP
SYSTEM,VEN_PRECDESC,PRCS_PK,5,ARTL_ARTICULO
SYSTEM,VEN_PREFIJO,PRFJ_PK,1,PREFIJO
SYSTEM,VEN_PREFIJO,PRFJ_PK,2,TIPO
SYSTEM,VEN_PRESUVEN,PRVT_PK,1,PRVT_ID
SYSTEM,VEN_PROFEXPO,PREX_PK,1,PRFM_PRFM_ID
SYSTEM,VEN_PROFORMA,PRFM_PK,1,PRFM_ID
SYSTEM,VEN_PROMOCION,PRMO_PK,1,PRMO_ID
SYSTEM,VEN_PROMUNNE,PRM_PK,1,PRM_ID
SYSTEM,VEN_RANGCOMI,RGCO_PK,1,CLCM_CODIGO
SYSTEM,VEN_RANGCOMI,RGCO_PK,2,PRCM_PRCM_ID
SYSTEM,VEN_RANGVCTO,RANV_PK,1,RANV_ID
SYSTEM,VEN_RECAUDAC,RCDN_PK,1,OFCN_COMPANIA
SYSTEM,VEN_RECAUDAC,RCDN_PK,2,OFCN_OFICINA
SYSTEM,VEN_RECAUDAC,RCDN_PK,3,NUMERO
SYSTEM,VEN_RUTEVISI,RTVI_PK,1,RTVI
SYSTEM,VEN_SEGMENTO,VSMT_PK,1,OLT
SYSTEM,VEN_TIPOACC,TACC_PK,1,TIPOACCE
SYSTEM,VEN_TIPOFUNC,TPFU_PK,1,TIPOFUNC
SYSTEM,VEN_TIPOINST,TPIN_PK,1,TIPOINST
SYSTEM,VEN_TIPOLISTA,TPLS_PK,1,TIPOLIST
SYSTEM,VEN_TIPOPLAN,TPL_PK,1,TIPOPLAN
SYSTEM,VEN_TMPRETDETA,TRDT_PK,1,TRDT_ID
SYSTEM,VEN_TMPRETENC,TMRT_PK,1,CEDURUCCL
SYSTEM,VEN_TMPRETENC,TMRT_PK,2,SERIE
SYSTEM,VEN_TMPRETENC,TMRT_PK,3,NUMERO
SYSTEM,VEN_VENDCOBR,VNDR_PK,1,OFCN_COMPANIA
SYSTEM,VEN_VENDCOBR,VNDR_PK,2,OFCN_OFICINA
SYSTEM,VEN_VENDCOBR,VNDR_PK,3,CODIGO
SYSTEM,VEN_VENTAS,VNTA_PK,1,OFCN_COMPANIA
SYSTEM,VEN_VENTAS,VNTA_PK,2,OFCN_OFICINA
SYSTEM,VEN_VENTAS,VNTA_PK,3,SERIE
SYSTEM,VEN_VENTAS,VNTA_PK,4,NUMERO
SYSTEM,VEN_VENTAS,VNTA_PK,5,TPCM_TIPOCOMP
SYSTEM,VEN_VENTPERD,VNPD_PK,1,VNPD_ID
SYSTEM,VEN_ZONAS,ZONA_PK,1,CODIZONA
